题目编号,题目标题,选项,是否原题答案选项,选项性质,选择人数,有效作答人数,选择概率_选择人数除以该题作答人数,选择百分比_选择人数除以该题作答人数,情绪出现在本题候选情绪中的次数,被选数/出现数,被选数/出现数百分比,是否零选择选项,分析口径
ITEM-00070,119,尴尬,False,非答案候选选项,0,37,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,崇拜,False,非答案候选选项,0,37,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,希望,False,非答案候选选项,0,37,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,平静,False,非答案候选选项,0,37,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,快乐,False,非答案候选选项,0,37,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,怀旧,False,非答案候选选项,0,37,0.0,0.0,10,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,惊喜,False,非答案候选选项,0,37,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,愉悦,False,非答案候选选项,0,37,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,感动,False,非答案候选选项,0,37,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,感激,False,非答案候选选项,0,37,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,抑郁,False,非答案候选选项,0,37,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,担忧,False,非答案候选选项,0,37,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,满足,False,非答案候选选项,0,37,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,焦虑,False,非答案候选选项,0,37,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,爱,False,非答案候选选项,0,37,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,紧张,False,非答案候选选项,0,37,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,羞耻,False,非答案候选选项,0,37,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,羡慕,False,非答案候选选项,0,37,0.0,0.0,10,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,自满,False,非答案候选选项,0,37,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,自豪,False,非答案候选选项,0,37,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,轻松,False,非答案候选选项,0,37,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00070,119,释然,False,非答案候选选项,0,37,0.0,0.0,8,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,失望,True,标准答案选项,14,18,0.7777777777777778,77.77777777777779,18,0.7777777777777778,77.77777777777779,False,按实际呈现人数
ITEM-00071,91,悲伤,False,非答案候选选项,3,18,0.16666666666666666,16.666666666666664,4,0.75,75.0,False,按实际呈现人数
ITEM-00071,91,担忧,False,非答案候选选项,3,18,0.16666666666666666,16.666666666666664,4,0.75,75.0,False,按实际呈现人数
ITEM-00071,91,痛苦,False,非答案候选选项,2,18,0.1111111111111111,11.11111111111111,3,0.6666666666666666,66.66666666666666,False,按实际呈现人数
ITEM-00071,91,委屈,False,非答案候选选项,3,18,0.16666666666666666,16.666666666666664,5,0.6,60.0,False,按实际呈现人数
ITEM-00071,91,愁闷,False,非答案候选选项,3,18,0.16666666666666666,16.666666666666664,5,0.6,60.0,False,按实际呈现人数
ITEM-00071,91,抑郁,False,非答案候选选项,1,18,0.05555555555555555,5.555555555555555,2,0.5,50.0,False,按实际呈现人数
ITEM-00071,91,释然,False,非答案候选选项,2,18,0.1111111111111111,11.11111111111111,4,0.5,50.0,False,按实际呈现人数
ITEM-00071,91,遗憾,False,非答案候选选项,2,18,0.1111111111111111,11.11111111111111,5,0.4,40.0,False,按实际呈现人数
ITEM-00071,91,困惑,False,非答案候选选项,1,18,0.05555555555555555,5.555555555555555,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00071,91,紧张,False,非答案候选选项,1,18,0.05555555555555555,5.555555555555555,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00071,91,震惊,True,标准答案选项,5,18,0.2777777777777778,27.77777777777778,18,0.2777777777777778,27.77777777777778,False,按实际呈现人数
ITEM-00071,91,敌意,False,非答案候选选项,1,18,0.05555555555555555,5.555555555555555,4,0.25,25.0,False,按实际呈现人数
ITEM-00071,91,焦虑,False,非答案候选选项,1,18,0.05555555555555555,5.555555555555555,4,0.25,25.0,False,按实际呈现人数
ITEM-00071,91,绝望,False,非答案候选选项,1,18,0.05555555555555555,5.555555555555555,4,0.25,25.0,False,按实际呈现人数
ITEM-00071,91,不屑,False,非答案候选选项,0,18,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,共情痛苦,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,兴奋,False,非答案候选选项,0,18,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,兴趣,False,非答案候选选项,0,18,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,内疚,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,冷静,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,厌倦,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,厌恶,False,非答案候选选项,0,18,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,好奇,False,非答案候选选项,0,18,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,嫉妒,False,非答案候选选项,0,18,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,审美欣赏,False,非答案候选选项,0,18,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,尴尬,False,非答案候选选项,0,18,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,崇拜,False,非答案候选选项,0,18,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,平静,False,非答案候选选项,0,18,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,快乐,False,非答案候选选项,0,18,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,怀旧,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,怨恨,False,非答案候选选项,0,18,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,恐惧,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,惊喜,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,惊讶,False,非答案候选选项,0,18,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,愉悦,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,感动,False,非答案候选选项,0,18,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,感激,False,非答案候选选项,0,18,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,愤怒,False,非答案候选选项,0,18,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,渴望,False,非答案候选选项,0,18,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,满足,False,非答案候选选项,0,18,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,烦躁,False,非答案候选选项,0,18,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,爱,False,非答案候选选项,0,18,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,羞耻,False,非答案候选选项,0,18,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,羡慕,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,自满,False,非答案候选选项,0,18,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,自豪,False,非答案候选选项,0,18,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,蔑视,False,非答案候选选项,0,18,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00071,91,轻松,False,非答案候选选项,0,18,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,感激,False,非答案候选选项,2,26,0.07692307692307693,7.6923076923076925,2,1.0,100.0,False,按实际呈现人数
ITEM-00072,120,释然,False,非答案候选选项,3,26,0.11538461538461539,11.538461538461538,3,1.0,100.0,False,按实际呈现人数
ITEM-00072,120,轻松,True,标准答案选项,22,26,0.8461538461538461,84.61538461538461,26,0.8461538461538461,84.61538461538461,False,按实际呈现人数
ITEM-00072,120,满足,True,标准答案选项,20,26,0.7692307692307693,76.92307692307693,26,0.7692307692307693,76.92307692307693,False,按实际呈现人数
ITEM-00072,120,冷静,False,非答案候选选项,2,26,0.07692307692307693,7.6923076923076925,4,0.5,50.0,False,按实际呈现人数
ITEM-00072,120,希望,True,标准答案选项,13,26,0.5,50.0,26,0.5,50.0,False,按实际呈现人数
ITEM-00072,120,愉悦,True,标准答案选项,9,26,0.34615384615384615,34.61538461538461,26,0.34615384615384615,34.61538461538461,False,按实际呈现人数
ITEM-00072,120,感动,False,非答案候选选项,1,26,0.038461538461538464,3.8461538461538463,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00072,120,好奇,False,非答案候选选项,1,26,0.038461538461538464,3.8461538461538463,4,0.25,25.0,False,按实际呈现人数
ITEM-00072,120,自豪,False,非答案候选选项,1,26,0.038461538461538464,3.8461538461538463,4,0.25,25.0,False,按实际呈现人数
ITEM-00072,120,快乐,False,非答案候选选项,1,26,0.038461538461538464,3.8461538461538463,7,0.14285714285714285,14.285714285714285,False,按实际呈现人数
ITEM-00072,120,兴趣,True,标准答案选项,1,26,0.038461538461538464,3.8461538461538463,26,0.038461538461538464,3.8461538461538463,False,按实际呈现人数
ITEM-00072,120,不屑,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,共情痛苦,False,非答案候选选项,0,26,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,兴奋,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,内疚,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,厌倦,False,非答案候选选项,0,26,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,厌恶,False,非答案候选选项,0,26,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,困惑,False,非答案候选选项,0,26,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,失望,False,非答案候选选项,0,26,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,委屈,False,非答案候选选项,0,26,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,嫉妒,False,非答案候选选项,0,26,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,审美欣赏,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,尴尬,False,非答案候选选项,0,26,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,崇拜,False,非答案候选选项,0,26,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,平静,False,非答案候选选项,0,26,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,怀旧,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,怨恨,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,恐惧,False,非答案候选选项,0,26,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,悲伤,False,非答案候选选项,0,26,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,惊喜,False,非答案候选选项,0,26,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,惊讶,False,非答案候选选项,0,26,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,愁闷,False,非答案候选选项,0,26,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,愤怒,False,非答案候选选项,0,26,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,抑郁,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,担忧,False,非答案候选选项,0,26,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,敌意,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,渴望,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,烦躁,False,非答案候选选项,0,26,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,焦虑,False,非答案候选选项,0,26,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,爱,False,非答案候选选项,0,26,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,痛苦,False,非答案候选选项,0,26,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,紧张,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,绝望,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,羞耻,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,羡慕,False,非答案候选选项,0,26,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,自满,False,非答案候选选项,0,26,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,蔑视,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,遗憾,False,非答案候选选项,0,26,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00072,120,震惊,False,非答案候选选项,0,26,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,内疚,False,非答案候选选项,1,19,0.05263157894736842,5.263157894736842,1,1.0,100.0,False,按实际呈现人数
ITEM-00073,107,崇拜,False,非答案候选选项,1,19,0.05263157894736842,5.263157894736842,1,1.0,100.0,False,按实际呈现人数
ITEM-00073,107,感动,True,标准答案选项,16,19,0.8421052631578947,84.21052631578947,19,0.8421052631578947,84.21052631578947,False,按实际呈现人数
ITEM-00073,107,自豪,False,非答案候选选项,2,19,0.10526315789473684,10.526315789473683,3,0.6666666666666666,66.66666666666666,False,按实际呈现人数
ITEM-00073,107,遗憾,False,非答案候选选项,2,19,0.10526315789473684,10.526315789473683,3,0.6666666666666666,66.66666666666666,False,按实际呈现人数
ITEM-00073,107,感激,False,非答案候选选项,2,19,0.10526315789473684,10.526315789473683,4,0.5,50.0,False,按实际呈现人数
ITEM-00073,107,渴望,False,非答案候选选项,2,19,0.10526315789473684,10.526315789473683,4,0.5,50.0,False,按实际呈现人数
ITEM-00073,107,羡慕,False,非答案候选选项,1,19,0.05263157894736842,5.263157894736842,2,0.5,50.0,False,按实际呈现人数
ITEM-00073,107,希望,False,非答案候选选项,2,19,0.10526315789473684,10.526315789473683,6,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00073,107,共情痛苦,False,非答案候选选项,2,19,0.10526315789473684,10.526315789473683,7,0.2857142857142857,28.57142857142857,False,按实际呈现人数
ITEM-00073,107,爱,True,标准答案选项,5,19,0.2631578947368421,26.31578947368421,19,0.2631578947368421,26.31578947368421,False,按实际呈现人数
ITEM-00073,107,愉悦,False,非答案候选选项,1,19,0.05263157894736842,5.263157894736842,4,0.25,25.0,False,按实际呈现人数
ITEM-00073,107,释然,False,非答案候选选项,1,19,0.05263157894736842,5.263157894736842,5,0.2,20.0,False,按实际呈现人数
ITEM-00073,107,不屑,False,非答案候选选项,0,19,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,兴奋,False,非答案候选选项,0,19,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,兴趣,False,非答案候选选项,0,19,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,冷静,False,非答案候选选项,0,19,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,厌倦,False,非答案候选选项,0,19,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,厌恶,False,非答案候选选项,0,19,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,困惑,False,非答案候选选项,0,19,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,失望,False,非答案候选选项,0,19,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,好奇,False,非答案候选选项,0,19,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,委屈,False,非答案候选选项,0,19,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,嫉妒,False,非答案候选选项,0,19,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,平静,False,非答案候选选项,0,19,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,快乐,False,非答案候选选项,0,19,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,怀旧,False,非答案候选选项,0,19,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,怨恨,False,非答案候选选项,0,19,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,恐惧,False,非答案候选选项,0,19,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,悲伤,False,非答案候选选项,0,19,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,惊喜,False,非答案候选选项,0,19,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,愁闷,False,非答案候选选项,0,19,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,愤怒,False,非答案候选选项,0,19,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,抑郁,False,非答案候选选项,0,19,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,担忧,False,非答案候选选项,0,19,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,敌意,False,非答案候选选项,0,19,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,满足,False,非答案候选选项,0,19,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,烦躁,False,非答案候选选项,0,19,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,焦虑,False,非答案候选选项,0,19,0.0,0.0,7,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,痛苦,False,非答案候选选项,0,19,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,紧张,False,非答案候选选项,0,19,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,绝望,False,非答案候选选项,0,19,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,羞耻,False,非答案候选选项,0,19,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,自满,False,非答案候选选项,0,19,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,蔑视,False,非答案候选选项,0,19,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,轻松,False,非答案候选选项,0,19,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00073,107,震惊,False,非答案候选选项,0,19,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,自豪,True,标准答案选项,11,14,0.7857142857142857,78.57142857142857,14,0.7857142857142857,78.57142857142857,False,按实际呈现人数
ITEM-00074,121,共情痛苦,False,非答案候选选项,1,14,0.07142857142857142,7.142857142857142,2,0.5,50.0,False,按实际呈现人数
ITEM-00074,121,兴奋,False,非答案候选选项,1,14,0.07142857142857142,7.142857142857142,2,0.5,50.0,False,按实际呈现人数
ITEM-00074,121,不屑,False,非答案候选选项,1,14,0.07142857142857142,7.142857142857142,6,0.16666666666666666,16.666666666666664,False,按实际呈现人数
ITEM-00074,121,兴趣,False,非答案候选选项,0,14,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,内疚,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,冷静,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,厌倦,False,非答案候选选项,0,14,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,厌恶,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,困惑,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,好奇,False,非答案候选选项,0,14,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,委屈,False,非答案候选选项,0,14,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,嫉妒,False,非答案候选选项,0,14,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,尴尬,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,崇拜,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,希望,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,平静,False,非答案候选选项,0,14,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,快乐,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,怀旧,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,怨恨,False,非答案候选选项,0,14,0.0,0.0,6,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,恐惧,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,悲伤,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,惊喜,False,非答案候选选项,0,14,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,惊讶,False,非答案候选选项,0,14,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,愁闷,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,愉悦,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,感动,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,感激,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,愤怒,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,抑郁,False,非答案候选选项,0,14,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,担忧,False,非答案候选选项,0,14,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,敌意,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,渴望,False,非答案候选选项,0,14,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,满足,False,非答案候选选项,0,14,0.0,0.0,5,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,烦躁,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,焦虑,False,非答案候选选项,0,14,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,痛苦,False,非答案候选选项,0,14,0.0,0.0,1,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,紧张,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,绝望,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,羞耻,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,羡慕,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,自满,False,非答案候选选项,0,14,0.0,0.0,4,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,蔑视,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,轻松,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,遗憾,False,非答案候选选项,0,14,0.0,0.0,2,0.0,0.0,True,按实际呈现人数
ITEM-00074,121,释然,False,非答案候选选项,0,14,0.0,0.0,3,0.0,0.0,True,按实际呈现人数
ITEM-00075,108,惊讶,False,非答案候选选项,2,29,0.06896551724137931,6.896551724137931,2,1.0,100.0,False,按实际呈现人数
ITEM-00075,108,厌恶,False,非答案候选选项,5,29,0.1724137931034483,17.24137931034483,7,0.7142857142857143,71.42857142857143,False,按实际呈现人数
ITEM-00075,108,愤怒,True,标准答案选项,19,29,0.6551724137931034,65.51724137931035,29,0.6551724137931034,65.51724137931035,False,按实际呈现人数
ITEM-00075,108,震惊,True,标准答案选项,18,29,0.6206896551724138,62.06896551724138,29,0.6206896551724138,62.06896551724138,False,按实际呈现人数
ITEM-00075,108,失望,False,非答案候选选项,4,29,0.13793103448275862,13.793103448275861,7,0.5714285714285714,57.14285714285714,False,按实际呈现人数
ITEM-00075,108,共情痛苦,False,非答案候选选项,1,29,0.034482758620689655,3.4482758620689653,2,0.5,50.0,False,按实际呈现人数
ITEM-00075,108,恐惧,False,非答案候选选项,1,29,0.034482758620689655,3.4482758620689653,2,0.5,50.0,False,按实际呈现人数
ITEM-00075,108,怨恨,False,非答案候选选项,3,29,0.10344827586206896,10.344827586206897,7,0.42857142857142855,42.857142857142854,False,按实际呈现人数
ITEM-00075,108,担忧,False,非答案候选选项,1,29,0.034482758620689655,3.4482758620689653,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00075,108,敌意,False,非答案候选选项,1,29,0.034482758620689655,3.4482758620689653,3,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00075,108,紧张,False,非答案候选选项,2,29,0.06896551724137931,6.896551724137931,6,0.3333333333333333,33.33333333333333,False,按实际呈现人数
ITEM-00075,108,不屑,False,非答案候选选项,1,29,0.034482758620689655,3.4482758620689653,4,0.25,25.0,False,按实际呈现人数
ITEM-00075,108,好奇,False,非答案候选选项,1,29,0.034482758620689655,3.4482758620689653,4,0.25,25.0,False,按实际呈现人数
ITEM-00075,108,烦躁,False,非答案候选选项,1,29,0.034482758620689655,3.4482758620689653,4,0.25,25.0,False,按实际呈现人数
