题目编号,有效作答人数,严格完全识别率,完全识别率95%区间下限,完全识别率95%区间上限,平均部分标签得分,平均标签召回率,平均标签准确率,平均Jaccard相似度,平均非标准标签误选率,同能力校正题总相关,高低27%组D值,平均作答时间（秒）,作答时间中位数（秒）,题目标题,素材模态,能力类型,选项形式,每卷组合配额,组合题库数,期望作答人数,实际期望比,抽题组合,最高频选择,最高频选择率,标准情绪,最高频选择是否为标准情绪,统计初筛建议,专家复核结论,最终决策,复核备注
ITEM-00006,6.0,0.8333333333333334,0.4364971749742326,0.969946630588185,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,-0.5477225575051661,0.0,18.276666666666667,15.379999999999999,28,图像,情绪识别,单选题,2,28,9.142857142857142,0.65625,图像 / 单选题 / 情绪识别,紧张,0.8333333333333334,紧张,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00011,10.0,0.9,0.5958499704752279,0.982123787103926,0.9,0.9,0.9,0.9,0.1,-0.2791345381070267,-0.5,23.837000000000003,22.165,25,图像,情绪识别,单选题,2,28,9.142857142857142,1.09375,图像 / 单选题 / 情绪识别,担忧,0.9,担忧,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00148,12.0,0.75,0.4676946629183366,0.9110583323051143,0.75,0.75,0.75,0.75,0.25,-0.2,-0.33333333333333337,29.011666666666667,24.715,62,视频,情绪识别,单选题,1,19,6.7368421052631575,1.78125,视频 / 单选题 / 情绪识别,尴尬,0.75,尴尬,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00060,11.0,0.2727272727272727,0.09746059213308628,0.5656453033189257,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.5055952142586648,0.5,30.10545454545455,22.52,18,文本,情绪识别,单选题,1,10,12.8,0.859375,文本 / 单选题 / 情绪识别,感激,0.2727272727272727,感激,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00118,11.0,0.36363636363636365,0.15166470989133157,0.6461988273798758,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.6363636363636364,-0.23788555488583166,-0.5,19.248181818181816,15.68,48,图像,情绪识别,单选题,2,28,9.142857142857142,1.203125,图像 / 单选题 / 情绪识别,困惑,0.36363636363636365,困惑,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00005,8.0,0.5,0.21521606069626764,0.7847839393037324,0.5,0.5,0.5,0.5,0.5,-0.08873565094161139,0.5,32.99625,27.57,70,视频,情绪识别,单选题,1,19,6.7368421052631575,1.1875,视频 / 单选题 / 情绪识别,审美欣赏,0.5,审美欣赏,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00036,7.0,0.14285714285714285,0.025679624057823897,0.5131278321392249,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,-0.41957319583913677,0.0,28.185714285714287,22.71,45,图像,情绪识别,单选题,2,28,9.142857142857142,0.765625,图像 / 单选题 / 情绪识别,担忧,0.2857142857142857,兴趣,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00018,6.0,0.8333333333333334,0.4364971749742326,0.969946630588185,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,-0.5,0.0,28.406666666666666,28.630000000000003,11,视频,情绪识别,单选题,1,19,6.7368421052631575,0.890625,视频 / 单选题 / 情绪识别,共情痛苦,0.8333333333333334,共情痛苦,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00003,3.0,0.6666666666666666,0.2076595988078242,0.9385080559790691,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.0,39.93333333333334,35.48,21,视频,情绪识别,单选题,1,19,6.7368421052631575,0.4453125,视频 / 单选题 / 情绪识别,遗憾,0.6666666666666666,遗憾,True,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00024,3.0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,1.0,68.74,68.3,57,视频,情绪识别,单选题,1,19,6.7368421052631575,0.4453125,视频 / 单选题 / 情绪识别,不屑,0.3333333333333333,紧张,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00112,7.0,0.0,-2.7755575615628914e-17,0.35433043867586833,0.0,0.0,0.0,0.0,1.0,,0.0,20.42142857142857,20.2,35,图像,情绪识别,单选题,2,28,9.142857142857142,0.765625,图像 / 单选题 / 情绪识别,愤怒,0.2857142857142857,烦躁,False,需要补充样本后再判断,待填写,待填写,待填写
ITEM-00035,3.0,0.3333333333333333,0.06149194402093078,0.7923404011921757,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.0,11.946666666666667,12.65,96,图像,情绪识别,单选题,2,28,9.142857142857142,0.328125,图像 / 单选题 / 情绪识别,恐惧,0.3333333333333333,惊讶,False,需要补充样本后再判断,待填写,待填写,待填写
