题目编号,ITEM-00001,ITEM-00002,ITEM-00003,ITEM-00004,ITEM-00005,ITEM-00006,ITEM-00007,ITEM-00008,ITEM-00009,ITEM-00010,ITEM-00011,ITEM-00012,ITEM-00013,ITEM-00014,ITEM-00015,ITEM-00016,ITEM-00017,ITEM-00018,ITEM-00019,ITEM-00020,ITEM-00021,ITEM-00022,ITEM-00023,ITEM-00024,ITEM-00025,ITEM-00026,ITEM-00027,ITEM-00028,ITEM-00029,ITEM-00030,ITEM-00032,ITEM-00033,ITEM-00034,ITEM-00035,ITEM-00036,ITEM-00037,ITEM-00038,ITEM-00039,ITEM-00040,ITEM-00041,ITEM-00042,ITEM-00043,ITEM-00044,ITEM-00045,ITEM-00046,ITEM-00047,ITEM-00048,ITEM-00049,ITEM-00050,ITEM-00051,ITEM-00052,ITEM-00053,ITEM-00054,ITEM-00055,ITEM-00056,ITEM-00057,ITEM-00058,ITEM-00059,ITEM-00060,ITEM-00061,ITEM-00062,ITEM-00063,ITEM-00064,ITEM-00065,ITEM-00066,ITEM-00067,ITEM-00068,ITEM-00069,ITEM-00070,ITEM-00071,ITEM-00072,ITEM-00073,ITEM-00074,ITEM-00075,ITEM-00076,ITEM-00077,ITEM-00078,ITEM-00079,ITEM-00080,ITEM-00081,ITEM-00082,ITEM-00083,ITEM-00084,ITEM-00085,ITEM-00086,ITEM-00087,ITEM-00088,ITEM-00089,ITEM-00090,ITEM-00091,ITEM-00092,ITEM-00093,ITEM-00094,ITEM-00095,ITEM-00096,ITEM-00097,ITEM-00098,ITEM-00100,ITEM-00101,ITEM-00102,ITEM-00104,ITEM-00105,ITEM-00106,ITEM-00107,ITEM-00108,ITEM-00109,ITEM-00110,ITEM-00111,ITEM-00112,ITEM-00113,ITEM-00114,ITEM-00115,ITEM-00116,ITEM-00117,ITEM-00118,ITEM-00119,ITEM-00120,ITEM-00121,ITEM-00122,ITEM-00123,ITEM-00124,ITEM-00125,ITEM-00126,ITEM-00127,ITEM-00128,ITEM-00129,ITEM-00130,ITEM-00131,ITEM-00132,ITEM-00133,ITEM-00134,ITEM-00135,ITEM-00136,ITEM-00137,ITEM-00138,ITEM-00139,ITEM-00140,ITEM-00141,ITEM-00142,ITEM-00143,ITEM-00144,ITEM-00145,ITEM-00146,ITEM-00147,ITEM-00148,ITEM-00149,ITEM-00150
ITEM-00082,0,3,0,5,2,2,3,2,3,5,2,2,2,1,0,0,1,0,0,0,2,1,2,0,1,2,0,0,0,0,0,1,1,0,0,3,3,3,0,1,3,0,2,6,0,0,3,7,5,1,2,4,2,3,1,4,1,0,2,5,0,2,1,1,0,2,5,4,2,4,2,0,2,5,3,2,8,1,6,2,15,0,4,1,7,1,2,1,2,3,5,2,3,3,5,6,3,4,4,4,2,4,4,4,5,3,1,2,0,1,1,1,3,1,1,0,1,0,1,4,3,1,0,2,3,2,3,1,1,0,4,2,1,5,7,7,6,8,6,4,3,5,6,2,1,3,4
ITEM-00083,2,3,1,7,1,1,4,4,7,7,0,2,2,1,1,0,0,1,2,4,1,1,0,0,0,0,2,0,1,2,1,3,1,0,2,2,3,1,5,0,4,1,1,3,0,2,7,6,3,0,2,3,1,4,1,4,5,1,0,3,3,2,0,4,3,0,6,1,4,1,5,4,2,4,0,4,11,3,6,2,0,19,8,0,3,0,2,0,6,4,2,7,5,5,5,6,2,8,3,4,5,8,8,3,4,6,6,1,0,1,2,3,0,1,3,2,1,0,2,6,5,6,2,1,3,5,3,0,1,4,5,6,2,6,9,8,6,7,3,6,5,4,5,1,1,1,9
ITEM-00084,0,9,1,7,0,2,6,3,12,11,1,1,4,3,2,2,1,5,1,2,4,2,2,2,2,3,3,0,1,4,3,2,3,2,2,6,2,5,5,1,7,3,6,12,4,6,16,12,11,5,4,5,4,6,3,9,7,5,2,5,5,8,4,6,4,6,10,11,7,6,4,11,8,8,0,14,22,10,12,9,4,8,43,1,7,7,9,6,7,11,10,12,10,9,16,13,10,10,10,12,14,9,11,7,8,10,14,7,2,1,2,2,3,5,4,6,2,4,4,12,13,12,7,7,3,9,5,4,5,4,14,17,7,12,9,21,16,13,9,12,8,10,10,1,7,16,15
ITEM-00085,1,4,1,2,2,0,0,1,4,2,3,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,1,1,0,1,4,2,1,1,1,3,0,2,2,1,1,2,1,2,1,1,1,7,2,3,1,4,0,2,2,2,5,1,4,2,7,0,5,3,1,2,5,3,3,2,2,2,1,0,1,13,7,1,2,1,2,4,4,3,1,3,3,2,5,3,6,4,1,6,2,1,2,9,2,0,0,1,1,2,4,2,0,0,0,0,0,2,7,1,1,1,2,1,3,2,0,1,6,3,0,3,1,10,6,5,2,9,1,1,2,1,1,5,3
ITEM-00086,2,11,0,15,5,3,2,3,12,11,5,5,6,2,2,3,5,2,3,1,1,4,6,2,3,2,3,2,2,1,1,4,3,0,1,3,0,10,5,13,6,12,4,16,5,7,15,15,9,7,4,6,8,6,4,14,11,5,4,10,4,6,11,5,4,5,18,10,18,5,11,5,2,11,15,0,29,14,14,12,7,3,7,7,51,5,11,9,8,15,13,18,10,9,15,13,13,12,11,15,10,9,11,10,9,15,14,3,1,2,5,6,7,5,5,4,3,7,5,15,15,8,7,11,5,5,13,6,6,5,10,17,8,13,11,22,16,21,16,13,12,10,13,2,3,14,13
ITEM-00087,0,4,1,6,1,1,1,0,9,2,1,1,3,0,1,1,1,0,1,2,0,4,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,2,3,3,2,1,5,2,2,0,5,6,3,4,6,0,1,2,1,3,2,2,2,1,0,4,2,1,2,1,5,4,6,4,2,4,3,2,4,5,8,6,4,1,1,0,7,1,5,17,1,2,4,2,4,5,2,4,4,4,4,2,4,5,6,4,0,4,8,8,0,1,1,1,0,1,2,4,1,1,1,2,1,3,6,1,1,1,3,1,1,5,3,2,4,6,4,2,2,9,9,8,4,3,4,6,6,0,2,7,5
ITEM-00088,3,7,0,6,0,0,3,1,8,6,3,2,3,2,1,4,1,2,2,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,2,6,1,2,2,2,4,3,0,6,2,2,6,5,1,4,1,5,7,3,3,7,3,1,2,2,2,4,6,5,2,1,6,3,9,3,5,3,5,7,6,4,14,6,10,1,2,2,9,2,11,1,24,1,4,3,6,9,3,8,9,7,6,6,5,6,4,9,3,0,5,8,5,5,1,2,2,2,3,1,3,2,1,3,1,11,5,3,4,1,2,7,4,2,0,1,8,7,2,6,6,10,12,7,8,7,5,7,2,0,4,8,9
ITEM-00089,0,7,1,3,3,2,0,0,3,8,1,1,2,1,0,3,1,0,0,2,1,1,2,0,1,2,0,0,1,0,0,0,1,0,2,3,0,3,3,2,2,3,0,6,5,3,4,8,4,3,3,1,1,4,0,2,6,2,0,2,2,2,2,1,3,3,6,3,4,3,3,3,3,2,5,4,7,8,4,4,1,0,6,1,9,2,1,19,4,4,3,4,4,4,4,4,3,2,3,8,6,6,4,7,6,7,4,2,2,3,2,0,3,2,2,2,2,2,1,7,8,2,3,0,1,3,2,3,2,1,5,5,5,7,4,12,5,10,5,4,4,3,6,0,1,5,3
ITEM-00090,2,6,2,9,1,0,3,1,6,14,3,3,8,3,2,0,1,0,3,4,1,1,3,1,0,2,1,3,0,2,1,2,3,2,0,2,3,6,2,4,7,4,6,7,4,2,9,13,2,1,3,5,0,3,3,8,7,5,1,5,1,4,2,6,4,1,5,6,8,5,9,3,4,8,2,2,13,7,6,6,2,6,7,2,8,4,4,4,29,3,8,5,2,6,6,10,7,11,4,6,9,10,9,5,11,11,6,3,1,5,3,1,1,1,4,0,2,1,1,9,6,7,2,4,6,6,3,3,3,3,5,6,4,6,11,16,9,14,7,10,3,1,8,0,2,5,12
ITEM-00091,0,8,1,9,1,0,2,1,4,7,0,2,1,2,3,3,0,0,0,3,1,2,1,1,2,2,2,1,3,2,2,3,1,1,1,4,0,4,4,5,5,4,5,9,2,3,11,7,5,6,3,2,6,2,3,5,7,3,3,2,3,5,5,4,4,3,10,6,7,4,6,8,1,4,3,4,11,6,7,4,3,4,11,4,15,2,3,4,3,28,2,6,2,0,9,8,10,9,11,6,6,6,6,3,0,14,1,2,0,2,2,3,3,3,3,1,1,4,1,11,9,7,7,4,2,3,4,4,3,2,12,9,4,5,10,17,16,11,9,7,6,3,6,1,3,5,4
ITEM-00092,3,5,0,6,1,0,2,2,9,4,3,3,3,2,1,1,2,2,1,1,0,2,2,1,1,1,3,1,2,2,2,2,2,1,1,3,1,3,2,4,5,6,5,5,2,3,8,6,5,4,2,2,3,4,2,8,4,3,2,6,2,2,4,5,3,3,7,5,8,7,4,2,5,8,3,5,12,6,5,6,5,2,10,4,13,4,6,3,8,2,28,3,0,11,8,7,8,8,4,10,6,10,5,5,3,14,5,5,0,0,3,2,2,3,2,1,2,1,3,9,11,2,2,6,6,6,4,2,2,2,7,11,4,4,6,16,11,12,9,5,8,3,8,0,4,12,10
ITEM-00093,1,10,1,5,2,2,3,5,15,7,1,3,3,2,1,3,2,3,2,1,2,3,0,1,0,2,3,1,2,2,2,3,3,0,1,4,1,2,4,5,5,5,3,10,4,6,6,11,5,2,5,2,8,8,5,9,6,2,4,4,5,5,6,7,4,2,13,6,12,3,7,6,5,7,4,3,17,16,8,8,2,7,12,3,18,5,9,4,5,6,3,36,1,8,11,5,8,8,7,10,8,12,10,5,9,16,14,2,2,2,2,4,4,3,5,3,1,4,4,11,10,7,7,7,4,5,5,3,2,3,13,12,5,5,5,19,11,11,7,13,8,9,9,3,4,11,10
ITEM-00094,0,4,0,6,2,3,4,0,4,7,2,2,4,2,2,1,1,1,0,2,2,2,4,0,0,0,1,0,0,2,1,2,0,0,3,1,2,2,5,4,4,3,4,4,2,3,7,11,4,2,2,3,1,3,0,7,3,3,2,6,1,4,4,0,4,0,5,8,8,3,6,3,0,3,4,5,13,4,9,4,3,5,10,1,10,2,3,4,2,2,0,1,23,3,5,8,2,4,4,7,4,7,6,6,10,0,9,2,1,1,2,2,1,3,2,2,2,3,3,5,8,9,2,2,4,4,4,2,4,3,3,3,5,6,9,10,6,8,8,4,7,3,8,0,3,7,10
ITEM-00095,1,6,0,9,2,1,3,3,12,7,3,3,4,2,1,2,2,1,1,1,2,2,1,0,1,2,2,1,2,2,1,2,0,1,0,4,3,1,2,4,4,2,5,4,2,0,7,5,5,2,2,3,1,5,4,6,7,4,2,4,2,3,3,5,5,3,5,3,9,4,4,5,3,8,6,5,12,9,7,8,3,5,9,3,9,4,8,4,6,0,11,8,3,28,7,5,2,8,5,10,8,12,5,5,0,12,1,5,2,0,3,3,0,2,2,0,0,4,3,13,9,6,2,2,2,6,6,3,3,2,5,6,2,11,14,16,11,16,8,6,6,6,3,1,4,8,10
ITEM-00096,3,11,1,12,3,1,5,2,13,8,4,5,2,1,2,2,2,2,3,3,2,2,2,3,1,2,3,2,1,2,0,0,4,2,4,2,4,0,6,5,8,5,5,10,4,5,9,14,11,6,5,6,6,4,4,11,9,1,4,4,5,5,6,9,5,2,8,3,7,5,2,5,6,8,9,8,22,8,10,12,5,5,16,3,15,4,9,4,6,9,8,11,5,7,40,10,10,14,8,12,6,13,8,6,14,9,10,3,2,4,3,2,3,4,4,1,3,5,7,13,10,8,5,7,3,7,4,3,4,2,9,12,7,11,13,18,14,16,12,13,9,13,7,1,2,9,12
ITEM-00097,1,9,2,11,0,2,7,1,6,7,3,0,6,2,3,1,3,1,2,3,1,3,3,0,2,3,2,1,1,4,1,2,4,2,2,3,5,5,3,5,9,5,8,8,5,4,12,13,8,4,6,5,4,4,4,9,6,5,2,6,5,5,7,7,2,3,4,6,8,6,7,5,2,7,8,8,19,11,12,4,6,6,13,2,13,4,7,4,10,8,7,5,8,5,10,36,8,10,2,5,4,11,11,12,12,11,6,3,1,0,2,2,4,2,1,2,4,4,1,17,7,8,4,5,3,5,5,2,2,4,9,8,1,9,12,17,17,13,9,15,8,9,7,1,3,5,12
ITEM-00098,2,6,1,7,2,2,1,4,5,5,2,3,3,0,1,0,1,3,2,4,2,2,4,0,2,0,1,1,1,2,1,1,2,0,1,4,0,5,1,5,5,3,4,11,1,4,7,9,6,5,4,3,3,3,2,7,5,3,3,3,2,6,3,6,4,2,9,8,9,5,5,6,3,5,3,5,15,1,7,8,3,2,10,5,13,4,6,3,7,10,8,8,2,2,10,8,28,5,7,3,7,8,7,2,8,13,6,2,1,1,3,1,5,4,1,1,3,1,2,10,7,3,4,6,5,3,2,4,2,1,7,14,1,6,4,13,10,12,5,9,7,7,6,0,1,8,3
ITEM-00100,1,7,0,12,1,0,4,4,6,11,0,5,5,3,4,3,0,0,2,4,0,2,0,2,1,2,3,2,0,3,1,3,4,1,2,5,2,4,6,4,8,5,6,11,2,2,11,12,5,3,4,4,5,5,5,10,6,4,2,4,4,1,6,9,4,1,10,3,10,0,4,4,0,9,7,8,18,4,7,7,4,8,10,3,12,2,6,2,11,9,8,8,4,8,14,10,5,33,3,3,6,8,8,3,6,15,9,2,1,4,4,2,3,1,1,2,1,2,2,9,7,8,5,2,6,5,5,3,6,4,9,8,6,6,15,15,13,11,10,8,9,5,6,3,2,6,8
ITEM-00101,0,4,0,8,2,0,3,2,8,8,4,4,2,2,0,2,1,2,4,1,0,2,0,2,2,3,2,0,3,1,0,3,0,0,1,4,2,2,5,2,5,5,1,5,1,3,7,7,4,5,1,4,5,4,3,7,3,2,4,3,2,5,9,3,5,3,9,7,8,3,8,6,4,5,5,4,11,1,1,6,4,3,10,6,11,4,5,3,4,11,4,7,4,5,8,2,7,3,28,7,6,11,4,2,6,11,7,3,0,0,3,2,5,2,2,1,2,2,1,11,11,4,7,3,3,3,5,3,4,2,10,12,2,8,7,17,12,9,3,10,9,9,5,0,3,12,7
ITEM-00102,2,10,1,7,1,0,2,1,12,9,1,2,5,1,2,3,2,3,0,2,2,3,2,0,0,2,1,1,3,2,2,2,2,2,2,2,1,3,3,5,3,3,7,10,4,6,9,9,7,3,3,5,2,6,1,8,5,1,3,5,2,7,4,5,5,3,9,7,10,6,6,3,8,10,4,8,14,9,6,7,4,4,12,4,15,5,6,8,6,6,10,10,7,10,12,5,3,3,7,35,10,10,5,3,7,14,13,6,4,2,3,2,3,3,3,3,4,3,7,11,11,6,6,7,3,7,5,2,1,4,9,11,7,10,12,21,9,13,12,7,6,9,10,2,6,13,4
ITEM-00104,1,7,1,4,0,1,1,2,9,8,2,2,5,1,2,2,0,2,1,2,1,2,2,0,2,2,0,2,1,2,1,3,2,1,0,2,2,5,3,4,6,2,3,10,2,2,9,7,5,1,1,3,1,6,0,0,8,2,4,4,0,7,1,1,6,3,8,6,6,4,4,5,4,4,2,5,15,4,6,7,2,5,14,1,10,6,4,6,9,6,6,8,4,8,6,4,7,6,6,10,27,5,6,6,6,11,7,3,4,2,1,1,0,5,3,3,1,2,1,11,8,5,2,5,1,6,4,1,4,5,5,13,5,9,8,12,8,12,0,0,0,5,8,1,5,10,9
ITEM-00105,4,9,1,16,3,2,6,3,14,13,5,4,5,3,0,3,1,1,2,3,3,2,1,1,1,3,4,0,2,2,2,3,2,0,3,5,4,2,6,4,6,4,8,0,1,4,0,20,8,4,5,6,4,7,4,8,5,2,3,9,6,3,5,5,6,3,9,6,14,6,9,5,5,8,9,8,20,16,10,9,4,8,9,6,9,4,9,6,10,6,10,12,7,12,13,11,8,8,11,10,5,41,8,5,7,9,12,4,1,2,3,4,4,0,4,1,6,3,4,21,19,7,6,5,10,9,4,3,7,3,11,12,6,12,7,21,12,17,12,12,12,8,7,1,4,8,14
ITEM-00106,0,0,1,0,4,2,4,3,7,8,2,6,4,1,1,2,1,2,2,4,1,2,3,0,0,2,3,2,2,1,1,2,2,1,1,5,1,4,5,5,5,5,6,8,3,7,11,12,3,0,6,2,3,5,2,6,6,2,2,8,0,2,3,5,2,3,8,5,8,5,6,5,4,5,6,7,17,7,10,7,4,8,11,2,11,0,3,4,9,6,5,10,6,5,8,11,7,8,4,5,6,8,31,10,11,12,9,3,4,0,2,3,1,2,3,2,0,4,3,8,10,11,3,4,4,8,5,3,1,2,8,9,6,5,9,14,11,11,8,11,6,8,11,0,2,0,11
ITEM-00107,1,5,2,5,2,3,2,0,7,5,4,3,2,3,1,2,1,1,1,1,1,2,2,0,2,0,2,0,3,2,0,2,2,0,2,2,4,1,4,3,10,4,4,3,4,2,9,11,4,2,3,2,4,3,2,6,6,5,1,4,2,2,2,4,3,2,4,6,5,5,7,2,1,6,8,7,13,7,5,4,4,3,7,1,10,4,0,7,5,3,5,5,6,5,6,12,2,3,2,3,6,5,10,25,10,9,5,1,1,1,0,2,1,3,1,1,2,6,2,5,9,6,2,1,3,3,3,6,2,2,5,9,4,6,9,12,10,10,5,7,7,5,7,0,1,5,3
ITEM-00108,2,9,1,7,5,3,4,1,11,8,3,5,4,2,0,3,1,0,4,5,2,4,1,0,1,1,1,1,1,1,0,1,4,1,4,3,6,4,4,2,10,5,7,9,5,8,7,15,3,3,5,4,4,3,3,12,4,1,5,5,0,6,4,7,4,0,9,7,11,4,10,4,6,10,7,8,19,7,13,6,5,4,8,2,9,8,5,6,11,0,3,9,10,0,14,12,8,6,6,7,6,7,11,10,35,8,3,1,3,4,1,2,4,3,3,3,3,4,4,5,11,3,4,5,5,5,3,5,3,4,6,7,10,9,3,16,16,16,8,12,9,13,11,0,2,8,13
ITEM-00109,1,13,2,12,3,0,5,4,11,12,3,4,4,4,4,3,2,2,2,5,1,4,0,0,1,3,5,2,5,6,3,5,3,1,2,8,3,2,7,9,9,5,9,15,5,6,16,8,2,6,9,5,6,7,5,13,8,7,4,4,2,5,5,10,9,4,19,7,12,9,11,10,5,11,11,15,20,13,11,9,3,6,10,9,15,8,8,7,11,14,14,16,0,12,9,11,13,15,11,14,11,9,12,9,8,49,11,4,4,3,1,3,4,5,2,1,1,8,2,15,20,12,6,7,7,7,8,7,3,4,21,15,7,9,7,29,24,14,12,15,11,8,11,3,4,12,12
ITEM-00110,0,8,1,5,0,2,3,1,7,8,1,2,5,2,1,0,1,5,2,2,1,1,3,2,1,3,3,0,0,3,1,3,3,0,2,2,1,3,6,5,3,5,5,9,3,7,9,13,5,0,3,5,2,7,2,7,4,2,2,5,5,3,5,4,5,3,10,8,11,3,7,1,2,7,5,9,18,11,5,9,1,6,14,2,14,0,5,4,6,1,5,14,9,1,10,6,6,9,7,13,7,12,9,5,3,11,32,2,3,1,4,2,3,2,3,6,3,4,4,11,8,11,5,8,6,7,5,1,5,3,7,16,5,8,10,14,0,0,4,9,12,7,7,1,3,10,8
ITEM-00111,1,4,0,2,0,0,1,0,1,4,1,0,0,0,1,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,1,2,2,3,1,1,4,1,2,3,4,3,1,3,4,3,1,0,2,2,1,0,0,1,1,2,1,1,0,3,1,0,4,4,1,2,4,1,2,6,2,4,1,2,1,7,0,3,1,5,2,3,2,5,2,2,5,3,3,2,2,3,6,3,4,3,1,1,4,2,12,1,0,1,0,1,1,2,0,0,0,1,8,2,0,4,3,1,1,0,0,0,1,3,5,3,4,5,6,4,6,4,3,2,3,2,0,3,3,4
ITEM-00112,0,1,0,1,0,0,0,0,2,2,0,1,2,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,3,3,2,2,1,2,0,0,1,0,1,3,0,1,0,0,2,0,1,1,0,2,1,1,1,2,2,0,0,1,2,2,2,3,4,3,2,2,0,0,2,0,1,1,1,2,1,0,0,2,1,2,2,1,1,1,0,4,4,1,4,1,3,4,3,1,7,0,0,0,0,0,0,0,0,1,0,3,2,0,2,1,1,3,1,0,0,0,2,3,3,2,3,3,1,3,1,1,1,3,1,0,1,1,2
ITEM-00113,1,4,1,3,1,0,1,0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,3,0,1,2,2,1,0,1,2,0,0,1,1,3,0,1,0,0,0,0,1,2,0,2,1,1,1,2,0,1,3,1,0,4,2,3,2,1,1,1,1,2,1,2,3,5,2,0,2,1,0,4,0,1,4,0,2,2,2,0,1,4,3,1,0,0,7,0,0,0,2,1,0,0,0,1,1,4,1,1,0,0,2,0,2,2,0,2,1,1,2,2,3,2,4,1,3,1,1,2,0,0,0,1
ITEM-00114,1,1,0,3,0,0,0,1,2,2,0,1,2,1,0,1,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,1,3,0,1,2,4,2,1,1,2,1,3,0,2,2,0,0,2,3,0,2,2,2,0,0,3,7,1,0,0,2,2,1,1,5,1,2,2,1,2,2,1,5,0,2,2,3,2,3,2,2,3,3,2,3,4,3,3,1,3,2,0,1,1,4,1,0,0,9,0,0,0,1,1,1,0,0,4,1,2,2,0,1,0,1,0,2,0,1,4,1,2,6,4,2,3,0,5,3,2,1,0,0,3,2
ITEM-00115,0,1,1,5,2,1,1,0,8,3,0,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,3,1,0,1,1,1,0,1,3,1,1,1,2,1,2,1,2,2,0,6,2,5,0,3,5,0,1,2,2,4,3,4,2,1,3,2,2,6,1,2,0,1,3,2,4,2,3,2,2,1,2,2,2,1,4,3,2,2,3,2,0,0,0,0,10,0,0,0,0,1,2,2,0,4,3,1,2,1,2,2,1,1,1,1,1,2,2,3,6,3,5,3,3,3,2,0,0,0,1,4
ITEM-00116,0,3,0,3,1,0,0,1,2,2,2,0,0,0,0,2,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,1,1,1,0,2,2,5,2,0,1,4,2,4,2,1,2,2,0,5,1,2,1,2,2,1,4,2,2,2,6,0,5,2,3,1,0,3,2,2,6,1,3,1,3,0,3,4,7,2,3,3,1,3,2,4,1,0,3,4,5,3,5,3,0,4,1,1,4,4,3,1,0,0,0,0,12,0,0,0,0,0,1,5,2,0,2,2,2,1,1,2,1,0,5,5,0,6,2,6,4,5,3,7,2,3,3,2,0,5,3
ITEM-00117,0,4,2,1,1,2,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,2,2,0,2,4,0,3,4,2,3,1,1,0,0,0,0,3,3,2,1,1,0,3,0,0,2,0,1,2,3,3,2,1,1,1,2,1,6,2,3,2,1,1,5,2,5,4,1,2,1,3,3,3,3,2,4,2,4,1,2,3,5,0,2,3,3,5,2,1,0,2,0,0,0,10,0,1,0,0,1,2,3,1,1,1,1,2,1,3,1,1,4,5,0,1,2,4,6,2,0,3,2,3,4,0,2,3,2
ITEM-00118,0,3,0,3,0,0,2,0,3,4,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,1,1,2,2,1,1,2,2,0,1,4,5,2,2,2,1,2,2,0,0,3,0,1,3,0,2,1,1,0,0,4,1,4,0,3,1,2,4,1,3,6,3,3,2,1,3,4,0,5,1,3,2,4,3,2,5,2,2,4,1,1,1,2,3,3,4,3,1,3,2,3,2,0,1,1,0,0,0,11,0,0,1,1,6,2,4,1,1,1,1,1,1,1,3,1,1,2,2,4,5,4,4,6,2,0,0,6,0,2,2,8
ITEM-00119,0,2,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,3,2,0,0,1,0,4,1,3,2,1,0,0,0,1,0,2,0,3,2,0,1,1,0,1,1,0,2,1,4,2,2,0,1,1,0,2,0,1,4,3,3,1,0,2,6,0,4,1,2,2,0,1,1,3,2,0,1,2,1,2,1,3,3,1,2,1,3,1,6,0,0,0,1,0,0,1,0,8,0,1,1,2,1,4,1,2,0,3,2,0,1,1,3,3,3,4,1,4,2,0,1,1,3,4,2,0,2,3,2
ITEM-00120,0,3,1,2,0,0,0,0,2,2,1,1,0,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,2,2,2,1,0,1,0,5,5,1,0,0,0,2,0,2,0,0,1,3,2,1,0,3,1,0,1,3,3,1,1,0,2,3,3,1,2,2,0,1,1,1,2,0,3,1,1,2,2,1,2,1,2,0,3,4,3,1,2,4,1,6,0,2,3,1,3,0,0,0,1,1,0,0,0,0,8,0,0,2,4,0,1,2,3,0,0,1,0,0,1,3,1,1,1,6,2,3,1,2,4,3,2,0,1,3,2
ITEM-00121,0,3,0,5,1,0,2,0,4,3,1,0,0,2,1,0,2,0,0,1,1,1,0,0,1,0,3,0,2,1,0,0,1,0,0,2,2,1,2,2,3,3,4,2,4,1,6,1,1,1,2,0,2,0,1,4,2,2,1,1,0,4,2,2,2,0,4,2,3,3,4,2,0,4,4,3,3,7,3,3,0,0,4,0,7,2,3,2,1,4,1,4,3,4,5,4,1,2,2,3,2,3,4,6,4,8,4,0,1,0,0,2,0,0,1,1,0,14,2,5,6,6,1,1,1,0,3,3,2,1,3,3,3,3,2,11,5,5,6,3,3,5,4,0,1,2,4
ITEM-00122,0,3,0,3,2,0,1,0,4,3,0,2,2,0,0,0,1,2,2,1,1,0,1,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,1,1,3,1,1,3,5,4,2,0,2,2,1,1,1,1,2,0,0,1,0,2,1,1,2,0,5,2,4,2,0,2,0,3,0,4,7,2,3,4,1,2,4,0,5,1,1,1,1,1,3,4,3,3,7,1,2,2,1,7,1,4,3,2,4,2,4,1,0,1,0,2,1,1,1,1,0,2,11,3,4,3,0,4,1,1,0,0,2,1,1,5,2,2,3,4,1,6,5,0,5,4,0,0,1,2,3
ITEM-00123,2,12,0,12,0,1,5,2,5,10,3,2,5,2,1,3,2,3,3,3,3,2,2,1,2,5,3,1,2,2,3,3,4,0,1,6,3,2,5,7,4,8,7,8,1,2,10,7,9,4,6,7,5,7,2,4,8,2,4,5,5,5,10,6,4,4,9,5,12,8,7,3,4,5,8,5,25,14,9,8,4,6,12,2,15,3,11,7,9,11,9,11,5,13,13,17,10,9,11,11,11,21,8,5,5,15,11,8,3,1,4,0,5,2,6,2,2,5,3,41,7,8,8,6,7,7,6,3,5,4,12,15,4,14,14,16,14,16,10,8,12,10,6,0,4,9,13
ITEM-00124,1,11,1,8,6,0,5,3,9,10,4,3,1,3,1,4,2,1,1,3,3,2,1,0,2,2,4,1,5,2,2,3,3,0,3,6,2,3,5,6,11,3,4,4,2,5,7,8,3,3,5,3,4,6,5,4,8,3,3,7,3,6,3,4,7,4,12,7,8,7,6,7,4,8,10,11,17,11,9,7,3,5,13,7,15,6,5,8,6,9,11,10,8,9,10,7,7,7,11,11,8,19,10,9,11,20,8,2,2,4,1,4,2,3,2,1,4,6,4,7,39,8,6,5,6,7,7,5,4,3,15,13,9,8,0,22,17,14,10,13,8,5,11,0,2,10,13
ITEM-00125,0,2,0,8,2,1,4,0,2,9,2,3,2,2,4,1,1,2,0,2,1,1,1,1,2,2,0,1,1,4,1,2,2,1,1,5,2,3,5,3,0,0,6,8,3,1,9,11,1,1,3,4,0,4,4,6,5,3,0,7,1,2,2,4,3,1,7,5,6,5,5,6,1,4,4,6,13,9,6,2,1,6,12,1,8,1,3,2,7,7,2,7,9,6,8,8,3,8,4,6,5,7,11,6,3,12,11,0,0,1,2,3,0,1,4,4,0,6,3,8,8,26,0,4,3,5,7,1,4,4,7,6,2,7,10,13,8,7,9,8,4,3,9,2,2,5,10
