题目编号,情绪标签,强度1级人次,强度2级人次,强度3级人次,强度4级人次,强度5级人次
ITEM-00118,厌倦,0,0,0,0,1
ITEM-00118,厌恶,0,0,0,1,1
ITEM-00118,困惑,0,0,0,2,2
ITEM-00118,怨恨,0,0,0,0,1
ITEM-00118,惊讶,0,0,0,1,0
ITEM-00118,担忧,0,0,1,0,0
ITEM-00118,烦躁,0,0,0,1,0
ITEM-00119,冷静,0,0,1,0,0
ITEM-00119,厌倦,0,0,1,1,0
ITEM-00119,厌恶,0,0,0,1,0
ITEM-00119,惊讶,0,0,1,0,0
ITEM-00119,痛苦,0,0,1,0,0
ITEM-00119,自满,0,0,1,0,0
ITEM-00119,蔑视,0,0,1,0,0
ITEM-00120,不屑,0,0,0,1,0
ITEM-00120,好奇,0,0,0,0,1
ITEM-00120,尴尬,0,0,0,1,0
ITEM-00120,怨恨,0,0,0,1,0
ITEM-00120,担忧,0,0,1,0,0
ITEM-00120,紧张,0,0,0,1,0
ITEM-00120,羡慕,0,0,0,1,0
ITEM-00120,蔑视,0,0,0,0,1
ITEM-00121,好奇,0,0,0,1,0
ITEM-00121,惊讶,0,0,2,1,7
ITEM-00121,担忧,0,0,1,0,0
ITEM-00121,震惊,0,0,1,0,1
ITEM-00122,嫉妒,0,0,2,1,0
ITEM-00122,快乐,0,0,1,0,0
ITEM-00122,怨恨,0,0,0,1,0
ITEM-00122,悲伤,0,0,0,1,0
ITEM-00122,痛苦,0,0,0,0,1
ITEM-00122,羡慕,0,0,0,1,3
ITEM-00123,恐惧,0,0,1,1,0
ITEM-00123,抑郁,0,0,1,0,0
ITEM-00123,担忧,0,0,0,1,0
ITEM-00123,焦虑,0,0,0,0,1
ITEM-00123,痛苦,0,0,1,3,1
ITEM-00123,紧张,0,0,0,2,2
ITEM-00123,绝望,0,0,6,10,10
ITEM-00123,震惊,0,0,0,1,0
ITEM-00124,不屑,0,0,0,1,0
ITEM-00124,崇拜,0,0,0,0,1
ITEM-00124,希望,0,0,0,1,0
ITEM-00124,平静,0,0,2,0,1
ITEM-00124,惊讶,0,0,0,1,0
ITEM-00124,感动,0,0,0,1,0
ITEM-00124,感激,0,0,0,1,0
ITEM-00124,焦虑,0,0,1,0,0
ITEM-00124,轻松,0,0,2,1,0
ITEM-00124,释然,0,4,2,12,8
ITEM-00125,不屑,1,1,1,12,0
ITEM-00125,共情痛苦,0,0,0,0,1
ITEM-00125,兴奋,0,0,0,0,2
ITEM-00125,内疚,0,0,0,1,0
ITEM-00125,冷静,0,0,0,0,1
ITEM-00125,厌恶,0,0,0,0,2
ITEM-00125,困惑,0,0,0,0,1
ITEM-00125,尴尬,0,0,0,3,0
ITEM-00125,崇拜,0,0,1,0,1
ITEM-00125,希望,0,0,0,1,2
ITEM-00125,平静,0,0,1,0,0
ITEM-00125,惊喜,0,0,0,1,0
ITEM-00125,愁闷,0,0,1,0,0
ITEM-00125,愉悦,0,1,5,4,2
ITEM-00125,感动,0,0,0,2,1
ITEM-00125,感激,0,1,1,2,19
ITEM-00125,满足,0,0,0,1,0
ITEM-00125,烦躁,0,0,0,0,1
ITEM-00125,爱,0,0,1,0,1
ITEM-00125,自豪,0,0,0,1,0
ITEM-00125,蔑视,0,0,1,0,0
ITEM-00125,震惊,0,0,0,1,1
ITEM-00126,兴奋,0,0,0,1,0
ITEM-00126,兴趣,0,0,1,0,1
ITEM-00126,冷静,0,0,0,1,0
ITEM-00126,困惑,0,0,0,0,1
ITEM-00126,失望,0,0,0,0,1
ITEM-00126,嫉妒,0,0,0,1,0
ITEM-00126,尴尬,0,1,0,0,0
ITEM-00126,希望,0,1,0,0,0
ITEM-00126,平静,0,0,0,1,0
ITEM-00126,悲伤,0,0,0,1,0
ITEM-00126,惊喜,0,0,0,2,0
ITEM-00126,惊讶,0,2,3,5,3
ITEM-00126,愁闷,0,0,0,1,0
ITEM-00126,愉悦,0,0,1,1,0
ITEM-00126,感激,0,0,0,0,1
ITEM-00126,担忧,0,0,0,2,2
ITEM-00126,渴望,0,1,0,0,0
ITEM-00126,烦躁,0,0,0,2,1
ITEM-00126,紧张,0,0,1,0,0
ITEM-00126,羞耻,0,0,0,0,1
ITEM-00126,震惊,0,0,0,1,0
ITEM-00127,冷静,0,0,0,1,1
ITEM-00127,同情,0,0,4,3,2
ITEM-00127,困惑,0,0,0,1,1
ITEM-00127,委屈,0,0,0,1,0
ITEM-00127,审美欣赏,0,0,0,1,0
ITEM-00127,尴尬,0,0,0,1,0
ITEM-00127,平静,0,0,1,1,0
ITEM-00127,悲伤,0,0,0,1,0
ITEM-00127,惊喜,0,0,0,0,1
ITEM-00127,惊讶,0,0,1,0,0
ITEM-00127,愁闷,0,0,0,1,0
ITEM-00127,感激,0,0,0,1,0
ITEM-00127,担忧,0,0,2,0,0
ITEM-00127,敌意,0,0,0,1,0
ITEM-00127,羞耻,0,0,0,0,1
ITEM-00127,自满,0,0,0,0,1
ITEM-00127,自豪,0,0,0,0,1
ITEM-00127,蔑视,0,0,1,3,2
ITEM-00127,震惊,0,0,2,6,4
ITEM-00128,兴奋,0,1,1,10,3
ITEM-00128,兴趣,0,0,1,0,1
ITEM-00128,困惑,0,0,0,1,0
ITEM-00128,失望,0,0,0,0,1
ITEM-00128,委屈,0,0,0,1,0
ITEM-00128,惊讶,0,1,0,0,0
ITEM-00128,愁闷,0,0,0,1,0
ITEM-00128,感动,0,1,0,1,0
ITEM-00128,感激,0,1,0,0,0
ITEM-00128,担忧,0,0,0,0,1
ITEM-00128,期望,0,0,2,3,1
ITEM-00128,烦躁,0,0,0,0,1
ITEM-00128,爱,0,0,1,0,0
ITEM-00128,痛苦,0,0,0,0,1
ITEM-00128,自豪,0,0,0,1,0
ITEM-00128,轻松,0,0,1,0,1
ITEM-00128,遗憾,0,0,1,0,0
ITEM-00129,不屑,0,0,2,6,6
ITEM-00129,兴奋,0,0,2,1,1
ITEM-00129,兴趣,0,0,0,1,0
ITEM-00129,冷静,0,0,0,1,0
ITEM-00129,崇拜,0,0,0,1,0
ITEM-00129,快乐,0,0,0,2,0
ITEM-00129,敌意,1,0,3,3,0
ITEM-00129,渴望,0,1,0,0,0
ITEM-00129,满足,0,0,1,0,0
ITEM-00129,爱,0,0,1,0,0
ITEM-00129,自豪,0,0,0,0,1
ITEM-00129,蔑视,0,1,1,0,2
ITEM-00129,轻松,0,1,0,1,0
ITEM-00129,震惊,0,1,0,0,0
ITEM-00130,好奇,0,0,2,0,0
ITEM-00130,恐惧,0,0,1,0,0
ITEM-00130,悲伤,0,0,0,0,1
ITEM-00130,惊喜,0,0,1,0,0
ITEM-00130,惊讶,0,0,0,3,0
ITEM-00130,愤怒,0,0,2,2,1
ITEM-00130,担忧,0,0,1,1,0
ITEM-00130,敌意,0,1,1,0,0
ITEM-00130,紧张,0,0,0,1,0
ITEM-00130,蔑视,0,0,0,1,0
ITEM-00130,震惊,0,0,2,9,5
ITEM-00131,不屑,0,0,0,1,0
ITEM-00131,兴奋,0,1,3,4,2
ITEM-00131,兴趣,0,0,1,0,0
ITEM-00131,好奇,0,0,0,1,0
ITEM-00131,审美欣赏,0,0,1,1,0
ITEM-00131,崇拜,1,0,0,1,0
ITEM-00131,快乐,0,0,0,1,0
ITEM-00131,悲伤,0,0,0,0,1
ITEM-00131,惊喜,0,0,1,0,0
ITEM-00131,愉悦,0,1,1,3,4
ITEM-00131,渴望,0,0,0,1,0
ITEM-00131,满足,0,0,0,1,0
ITEM-00131,爱,0,0,0,1,0
ITEM-00131,自满,0,0,0,1,0
ITEM-00131,轻松,0,0,0,2,1
ITEM-00132,不屑,0,0,1,1,0
ITEM-00132,兴奋,0,0,1,0,0
ITEM-00132,兴趣,0,0,0,0,1
ITEM-00132,厌倦,0,0,0,1,0
ITEM-00132,好奇,0,0,0,1,0
ITEM-00132,嫉妒,0,0,1,0,0
ITEM-00132,崇拜,0,0,0,1,0
ITEM-00132,平静,0,2,0,3,0
ITEM-00132,恐惧,0,1,1,0,0
ITEM-00132,恭敬,1,0,1,5,7
ITEM-00132,满足,0,0,1,0,0
ITEM-00132,烦躁,0,0,0,1,0
ITEM-00132,爱,0,1,0,0,0
ITEM-00132,羡慕,0,1,1,0,0
ITEM-00132,蔑视,0,0,1,0,0
ITEM-00132,轻松,0,0,0,1,0
ITEM-00133,共情痛苦,0,1,0,0,0
ITEM-00133,兴奋,0,0,0,0,1
ITEM-00133,兴趣,0,0,1,1,0
ITEM-00133,冷静,0,0,0,1,0
ITEM-00133,厌恶,0,0,0,1,1
ITEM-00133,崇拜,0,0,1,0,0
ITEM-00133,平静,0,0,4,1,0
ITEM-00133,抑郁,0,1,0,0,0
ITEM-00133,敌意,0,0,1,0,0
ITEM-00133,期待,0,0,3,2,0
ITEM-00133,爱,0,0,1,0,1
ITEM-00133,紧张,0,0,0,0,1
ITEM-00133,自满,0,1,0,0,0
ITEM-00133,遗憾,0,0,1,0,0
ITEM-00133,震惊,0,0,1,0,0
ITEM-00134,不屑,1,0,7,8,6
ITEM-00134,兴趣,1,0,0,0,0
ITEM-00134,冷静,0,0,0,1,0
ITEM-00134,厌恶,0,0,0,0,2
ITEM-00134,困惑,0,0,0,1,0
ITEM-00134,好奇,0,1,0,0,0
ITEM-00134,审美欣赏,0,0,0,1,0
ITEM-00134,怀旧,0,1,0,0,0
ITEM-00134,怨恨,0,1,1,1,1
ITEM-00134,愁闷,0,0,0,1,0
ITEM-00134,愤怒,0,0,2,1,0
ITEM-00134,敌意,0,1,5,11,13
ITEM-00134,烦躁,0,0,2,0,1
ITEM-00134,蔑视,0,0,3,3,2
ITEM-00134,震惊,0,0,2,0,0
ITEM-00135,不屑,0,2,2,12,6
ITEM-00135,共情痛苦,0,0,0,1,0
ITEM-00135,厌倦,0,0,1,2,1
ITEM-00135,厌恶,0,1,1,2,1
ITEM-00135,失望,0,0,0,2,1
ITEM-00135,委屈,0,0,0,3,0
ITEM-00135,怨恨,0,1,0,0,0
ITEM-00135,恐惧,0,0,1,2,0
ITEM-00135,惊吓,0,0,1,12,6
ITEM-00135,惊讶,0,0,0,1,0
ITEM-00135,愤怒,0,0,1,3,5
ITEM-00135,担忧,0,0,1,1,3
ITEM-00135,敌意,0,0,0,1,5
ITEM-00135,烦躁,0,1,1,2,0
ITEM-00135,焦虑,0,0,1,0,0
ITEM-00135,痛苦,0,0,0,1,0
ITEM-00135,紧张,0,0,2,3,0
ITEM-00135,羞耻,0,0,0,1,0
ITEM-00135,自豪,0,1,0,0,0
ITEM-00135,蔑视,0,0,0,1,5
ITEM-00136,不屑,0,0,5,1,3
ITEM-00136,厌恶,0,0,0,1,0
ITEM-00136,困惑,0,0,1,0,0
ITEM-00136,失望,0,1,0,0,0
ITEM-00136,委屈,0,0,1,7,10
ITEM-00136,恐惧,0,2,3,2,3
ITEM-00136,悲伤,0,0,0,2,0
ITEM-00136,愤怒,0,0,1,0,0
ITEM-00136,敌意,0,0,0,1,0
ITEM-00136,烦躁,0,0,1,0,0
ITEM-00136,焦虑,0,0,0,1,1
ITEM-00136,绝望,0,0,0,1,1
ITEM-00136,自满,0,0,0,1,0
ITEM-00136,蔑视,0,1,0,1,1
ITEM-00137,不屑,0,0,1,4,0
ITEM-00137,厌倦,0,0,0,2,0
ITEM-00137,厌恶,0,0,2,2,0
ITEM-00137,委屈,0,0,0,1,0
ITEM-00137,崇拜,0,1,0,0,0
ITEM-00137,惊讶,0,0,1,0,0
ITEM-00137,愉悦,0,0,0,1,0
ITEM-00137,愤怒,0,1,2,17,8
ITEM-00137,担忧,0,0,0,0,1
ITEM-00137,敌意,0,0,1,1,3
ITEM-00137,烦躁,0,0,0,1,0
ITEM-00137,焦虑,0,0,0,2,0
ITEM-00137,紧张,0,0,1,1,0
ITEM-00137,自满,0,0,0,1,0
ITEM-00137,蔑视,0,0,3,0,0
ITEM-00137,轻松,0,0,0,1,0
ITEM-00137,轻视,0,0,5,10,5
ITEM-00138,不屑,0,0,2,3,1
ITEM-00138,共情痛苦,0,0,0,2,1
ITEM-00138,内疚,0,0,1,1,0
ITEM-00138,冷静,0,0,0,2,0
ITEM-00138,厌倦,1,0,0,2,0
ITEM-00138,厌恶,0,0,1,0,0
ITEM-00138,可惜,0,3,1,6,5
ITEM-00138,失望,0,0,1,1,1
ITEM-00138,审美欣赏,0,0,0,1,0
ITEM-00138,尴尬,0,1,0,0,0
ITEM-00138,平静,0,0,1,3,1
ITEM-00138,快乐,0,0,0,1,0
ITEM-00138,悲伤,0,1,3,1,0
ITEM-00138,愁闷,0,0,1,0,1
ITEM-00138,愉悦,0,0,0,1,0
ITEM-00138,感动,0,0,0,1,0
ITEM-00138,感激,0,0,0,2,0
ITEM-00138,担忧,0,0,1,0,0
ITEM-00138,满足,0,0,0,1,0
ITEM-00138,烦躁,0,0,0,2,0
ITEM-00138,痛苦,0,0,1,0,0
ITEM-00138,自豪,0,0,1,0,0
ITEM-00138,蔑视,0,1,0,0,0
ITEM-00138,轻松,0,0,1,1,0
ITEM-00138,遗憾,0,2,0,1,0
ITEM-00138,释然,0,0,0,2,0
ITEM-00138,震惊,0,0,0,0,1
ITEM-00139,不屑,0,0,0,1,1
ITEM-00139,兴奋,0,0,0,1,0
ITEM-00139,兴趣,0,0,1,2,1
ITEM-00139,冷静,0,0,0,0,1
ITEM-00139,困惑,0,0,0,1,0
ITEM-00139,好奇,0,0,0,1,1
ITEM-00139,委屈,0,0,0,1,0
ITEM-00139,嫉妒,0,0,1,0,0
ITEM-00139,审美欣赏,0,0,1,0,0
ITEM-00139,尴尬,0,0,1,1,1
ITEM-00139,崇拜,0,0,1,0,1
ITEM-00139,希望,0,0,1,0,2
ITEM-00139,平静,0,0,1,1,0
ITEM-00139,快乐,0,0,1,0,0
ITEM-00139,怨恨,0,0,0,0,1
ITEM-00139,恐惧,0,0,0,1,0
ITEM-00139,惊喜,0,0,0,1,0
ITEM-00139,惊讶,0,2,2,0,1
ITEM-00139,愁闷,0,0,0,0,1
ITEM-00139,愉悦,0,0,1,1,0
ITEM-00139,担忧,0,0,1,0,0
ITEM-00139,敌意,0,0,1,0,0
ITEM-00139,敬畏,1,1,8,18,13
ITEM-00139,渴望,0,1,0,1,1
ITEM-00139,满足,0,0,1,1,0
ITEM-00139,焦虑,0,2,2,6,1
ITEM-00139,紧张,0,0,1,4,1
ITEM-00139,自满,0,0,2,0,0
ITEM-00139,自豪,0,0,1,0,0
ITEM-00139,蔑视,0,1,2,0,0
ITEM-00139,震惊,1,0,1,0,0
ITEM-00140,共情痛苦,0,0,0,1,0
ITEM-00140,兴奋,0,1,6,10,8
ITEM-00140,兴趣,0,0,1,1,5
ITEM-00140,好奇,0,1,1,3,4
ITEM-00140,审美欣赏,0,0,2,1,1
ITEM-00140,崇拜,0,1,0,0,0
ITEM-00140,希望,0,0,2,1,3
ITEM-00140,平静,0,1,1,0,0
ITEM-00140,怀旧,0,0,0,0,1
ITEM-00140,惊喜,0,2,7,18,12
ITEM-00140,惊讶,0,0,0,0,1
ITEM-00140,愉悦,0,0,1,2,0
ITEM-00140,感激,0,0,0,0,1
ITEM-00140,担忧,0,0,1,0,0
ITEM-00140,满足,0,0,1,0,0
ITEM-00140,爱,0,1,0,1,0
ITEM-00140,自豪,0,1,1,1,0
ITEM-00140,蔑视,0,0,1,0,0
ITEM-00140,轻松,0,0,2,0,0
ITEM-00141,不屑,0,0,0,1,0
ITEM-00141,兴奋,0,0,1,0,0
ITEM-00141,兴趣,0,0,0,1,0
ITEM-00141,厌恶,0,0,2,1,0
ITEM-00141,困惑,0,0,0,1,1
ITEM-00141,失望,0,0,1,0,0
ITEM-00141,好奇,0,0,0,1,0
ITEM-00141,委屈,0,0,2,0,0
ITEM-00141,嫉妒,0,1,0,0,0
ITEM-00141,审美欣赏,0,0,1,1,0
ITEM-00141,尴尬,0,0,2,0,0
ITEM-00141,怨恨,0,0,0,2,1
ITEM-00141,惊讶,0,2,6,7,1
ITEM-00141,愁闷,0,0,2,0,0
ITEM-00141,愤怒,1,0,4,18,14
ITEM-00141,敌意,0,0,1,4,1
ITEM-00141,烦躁,0,0,1,0,0
ITEM-00141,焦虑,0,0,1,0,1
ITEM-00141,痛苦,0,0,0,1,0
ITEM-00141,羞耻,0,0,1,1,1
ITEM-00141,自满,0,0,0,2,0
ITEM-00141,蔑视,0,0,0,2,0
ITEM-00141,遗憾,0,0,1,0,0
ITEM-00141,震惊,0,0,1,2,1
ITEM-00142,不屑,0,0,1,0,0
ITEM-00142,兴趣,0,0,0,1,0
ITEM-00142,内疚,0,1,0,0,0
ITEM-00142,厌恶,0,0,1,1,0
ITEM-00142,好奇,0,0,1,0,0
ITEM-00142,委屈,0,0,0,1,0
ITEM-00142,嫉妒,0,0,1,0,0
ITEM-00142,尴尬,0,0,0,1,1
ITEM-00142,恐惧,0,0,0,0,1
ITEM-00142,愉悦,0,0,0,1,0
ITEM-00142,愤怒,0,0,0,0,2
ITEM-00142,抑郁,0,0,1,0,0
ITEM-00142,敌意,0,1,1,8,3
ITEM-00142,烦躁,0,0,0,1,1
ITEM-00142,焦虑,0,0,1,0,0
ITEM-00142,紧张,0,0,1,0,0
ITEM-00142,蔑视,0,0,0,1,0
ITEM-00143,不屑,0,0,1,3,7
ITEM-00143,内疚,0,0,0,1,0
ITEM-00143,厌倦,0,0,0,1,1
ITEM-00143,厌恶,0,0,2,1,1
ITEM-00143,平静,0,0,0,0,1
ITEM-00143,怨恨,0,0,1,0,1
ITEM-00143,愁闷,0,0,0,0,1
ITEM-00143,愤怒,0,0,0,1,1
ITEM-00143,敌意,0,0,0,0,1
ITEM-00143,烦躁,0,0,0,0,1
ITEM-00143,痛苦,0,0,0,1,1
ITEM-00143,绝望,0,0,0,3,1
ITEM-00143,蔑视,1,0,0,3,1
ITEM-00144,不屑,0,1,0,1,0
ITEM-00144,厌倦,0,0,0,3,1
ITEM-00144,厌恶,0,0,0,1,0
ITEM-00144,失望,0,0,4,4,6
ITEM-00144,尴尬,0,0,0,1,0
ITEM-00144,平静,0,0,1,0,0
ITEM-00144,愁闷,0,0,1,1,0
ITEM-00144,愉悦,0,0,0,1,0
ITEM-00144,愤怒,0,0,0,1,0
ITEM-00144,担忧,0,0,0,1,0
ITEM-00144,敌意,0,0,1,0,0
ITEM-00144,烦躁,0,0,0,1,0
ITEM-00144,痛苦,0,0,1,0,0
ITEM-00145,不屑,1,1,0,1,0
ITEM-00145,兴奋,0,0,0,2,0
ITEM-00145,兴趣,0,0,1,0,0
ITEM-00145,冷静,0,0,0,2,0
ITEM-00145,厌倦,0,0,0,1,0
ITEM-00145,厌恶,0,0,1,3,0
ITEM-00145,困惑,0,0,1,0,0
ITEM-00145,失望,0,0,0,1,0
ITEM-00145,好奇,0,0,0,1,0
ITEM-00145,嫉妒,0,0,1,0,0
ITEM-00145,快乐,0,0,1,0,0
ITEM-00145,惊讶,0,0,0,1,1
ITEM-00145,愁闷,0,0,0,1,0
ITEM-00145,愤怒,0,2,4,14,2
ITEM-00145,担忧,0,0,1,0,0
ITEM-00145,敌意,0,0,0,1,0
ITEM-00145,渴望,0,0,1,0,0
ITEM-00145,烦躁,0,0,1,0,1
ITEM-00145,绝望,0,0,1,0,0
ITEM-00145,自满,0,0,1,0,0
ITEM-00145,蔑视,0,0,2,0,1
ITEM-00145,轻松,0,0,1,0,0
ITEM-00145,震惊,1,1,2,3,0
ITEM-00146,不屑,0,0,0,1,1
ITEM-00146,厌倦,0,0,1,0,0
ITEM-00146,厌恶,0,0,1,1,0
ITEM-00146,困惑,0,0,1,0,0
ITEM-00146,失望,0,1,4,11,5
ITEM-00146,委屈,0,0,1,1,0
ITEM-00146,希望,0,0,0,1,0
ITEM-00146,平静,0,1,0,1,0
ITEM-00146,怨恨,0,0,2,1,0
ITEM-00146,悲伤,0,0,1,0,0
ITEM-00146,愉悦,0,0,1,0,0
ITEM-00146,愤怒,0,0,0,0,3
ITEM-00146,敌意,0,0,0,1,0
ITEM-00146,烦躁,0,0,6,13,7
ITEM-00146,焦虑,0,0,0,1,0
ITEM-00146,爱,0,0,0,0,1
ITEM-00146,痛苦,0,1,0,0,0
ITEM-00146,轻松,0,0,0,1,0
ITEM-00147,内疚,0,0,0,1,0
ITEM-00147,感动,0,0,0,2,1
ITEM-00148,不屑,0,0,0,1,0
ITEM-00148,尴尬,0,0,1,3,5
ITEM-00148,紧张,0,0,0,0,1
ITEM-00148,震惊,0,0,0,0,1
ITEM-00149,共情痛苦,0,0,0,0,1
ITEM-00149,内疚,0,0,0,1,1
ITEM-00149,困惑,0,0,0,0,1
ITEM-00149,失望,0,0,0,1,0
ITEM-00149,怨恨,0,0,0,1,0
ITEM-00149,恐惧,0,0,0,0,1
ITEM-00149,悲伤,0,0,0,1,1
ITEM-00149,愁闷,0,0,2,2,1
ITEM-00149,担忧,0,0,2,8,2
ITEM-00149,敌意,0,0,0,1,0
ITEM-00149,爱,0,0,0,1,0
ITEM-00149,痛苦,0,0,1,1,0
ITEM-00149,绝望,0,0,0,1,0
ITEM-00149,自满,0,0,1,0,0
ITEM-00149,遗憾,0,0,0,0,1
ITEM-00150,不屑,0,1,2,0,0
ITEM-00150,共情痛苦,0,1,0,0,0
ITEM-00150,兴奋,0,0,1,0,0
ITEM-00150,内疚,0,0,0,1,0
ITEM-00150,冷静,0,0,1,2,0
ITEM-00150,困惑,0,0,2,1,0
ITEM-00150,失望,0,0,0,0,1
ITEM-00150,好奇,0,0,1,0,0
ITEM-00150,委屈,1,0,0,1,0
ITEM-00150,尴尬,0,1,2,0,1
ITEM-00150,崇拜,0,0,0,1,0
ITEM-00150,平静,0,0,0,1,0
ITEM-00150,快乐,0,0,2,4,6
ITEM-00150,怀旧,0,0,1,0,0
ITEM-00150,悲伤,1,1,0,1,0
ITEM-00150,惊喜,0,0,0,2,0
ITEM-00150,惊讶,0,0,0,2,1
ITEM-00150,愁闷,0,0,0,3,0
ITEM-00150,愉悦,0,0,0,1,0
ITEM-00150,感动,0,0,1,0,0
ITEM-00150,抑郁,1,0,0,0,0
ITEM-00150,担忧,0,0,2,1,1
ITEM-00150,渴望,0,1,0,0,0
ITEM-00150,满足,0,0,4,5,4
ITEM-00150,爱,0,0,1,0,0
ITEM-00150,绝望,0,0,1,0,0
ITEM-00150,羡慕,1,0,0,0,0
ITEM-00150,自豪,0,0,0,1,1
ITEM-00150,轻松,0,0,0,1,0
ITEM-00150,遗憾,0,0,0,1,0
ITEM-00150,震惊,0,0,1,1,1
