"匿名答卷编号","提交时间（北京时间）","答卷综合得分率（%）","题号","题目编号","题目标题","素材模态","能力类型","选项形式","题目分值","本题候选情绪","用户选择情绪","用户情绪强度","标准情绪","标准情绪强度","是否看过素材","作答状态","标签得分率（%）","强度得分率（%）","单题综合得分率（%）","单题实得分","作答用时（秒）","修改次数"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","5","ITEM-00075","108","图像","情绪识别","多选题","4.50","兴趣｜共情痛苦｜震惊｜崇拜｜愤怒｜怀旧｜愁闷｜焦虑｜愉悦｜渴望","震惊｜渴望｜共情痛苦","4｜3｜4","震惊｜愤怒","5｜5","否","已作答","40.00","37.50","39.00","1.75","26.08","6"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","6","ITEM-00123","8","音频","情绪识别","单选题","3.50","好奇｜不屑｜共情痛苦｜嫉妒｜羡慕｜崇拜｜爱｜紧张｜满足｜绝望","紧张","4","绝望","4","否","已作答","0.00","0.00","0.00","0.00","35.30","5"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","7","ITEM-00063","110","图像","情绪识别","多选题","4.50","绝望｜审美欣赏｜愉悦｜平静｜感激｜惊讶｜失望｜兴奋｜厌恶｜轻松","愉悦｜轻松｜审美欣赏","4｜3｜4","轻松｜愉悦","5｜4","否","已作答","80.00","75.00","78.00","3.51","22.14","6"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","8","ITEM-00111","31","图像","情绪识别","单选题","3.50","羞耻｜无奈｜遗憾｜抑郁｜愤怒｜好奇｜兴奋｜怨恨｜自满｜蔑视","无奈","3","无奈","3","否","已作答","100.00","100.00","100.00","3.50","20.83","4"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","9","ITEM-00139","37","图像","情绪推理","多选题","4.50","敬畏｜轻松｜惊喜｜渴望｜内疚｜快乐｜痛苦｜焦虑｜自满｜委屈","自满｜惊喜｜快乐","3｜4｜3","焦虑｜敬畏","3｜4","否","已作答","0.00","0.00","0.00","0.00","29.70","5"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","10","ITEM-00082","72","视频","情绪识别","多选题","4.50","感动｜快乐｜抑郁｜轻松｜焦虑｜担忧｜紧张｜震惊｜绝望｜兴趣","焦虑｜紧张","4｜4","焦虑｜紧张","4｜5","否","已作答","100.00","87.50","95.00","4.28","70.77","5"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","11","ITEM-00145","69","音频","情绪识别","多选题","4.50","震惊｜愁闷｜愤怒｜共情痛苦｜愉悦｜痛苦｜紧张｜嫉妒｜焦虑｜冷静","冷静｜震惊","4｜3","愤怒｜震惊","4｜3","否","已作答","50.00","50.00","50.00","2.25","43.66","4"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","12","ITEM-00138","22","音频","情绪推理","多选题","4.50","可惜｜不屑｜抑郁｜恐惧｜委屈｜希望｜愤怒｜紧张｜遗憾｜担忧","可惜｜担忧","4｜3","不屑｜可惜","4｜3","否","已作答","50.00","37.50","45.00","2.02","86.84","4"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","13","ITEM-00088","81","视频","情绪识别","多选题","4.50","不屑｜惊喜｜羞耻｜怨恨｜爱｜困惑｜悲伤｜快乐｜失望｜兴奋","惊喜｜兴奋｜爱","4｜4｜3","快乐｜惊喜｜兴奋｜爱","5｜5｜5｜5","否","已作答","85.71","50.00","71.43","3.21","51.28","8"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","14","ITEM-00109","88","音频","情绪推理","多选题","4.50","厌倦｜怀旧｜紧张｜担忧｜痛苦｜感动｜遗憾｜困惑｜渴望｜崇拜","困惑｜厌倦","3｜4","厌倦｜困惑","3｜3","否","已作答","100.00","87.50","95.00","4.28","80.81","10"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","15","ITEM-00140","63","文本","情绪推理","多选题","4.50","兴奋｜绝望｜希望｜惊喜｜愤怒｜怀旧｜担忧｜愁闷｜兴趣｜轻松","轻松｜惊喜｜兴奋｜兴趣","3｜4｜5｜4","惊喜｜兴奋","4｜4","否","已作答","66.67","87.50","75.00","3.38","39.63","10"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","16","ITEM-00092","66","音频","情绪识别","多选题","4.50","审美欣赏｜痛苦｜内疚｜悲伤｜焦虑｜轻松｜愉悦｜爱｜愤怒｜平静","痛苦｜悲伤｜内疚","4｜5｜4","内疚｜痛苦｜悲伤","5｜5｜5","否","已作答","100.00","83.33","93.33","4.20","91.61","7"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","17","ITEM-00135","68","文本","情绪识别","多选题","4.50","惊讶｜遗憾｜好奇｜蔑视｜惊吓｜委屈｜焦虑｜不屑｜敌意｜愉悦","惊吓｜焦虑｜不屑｜蔑视｜敌意","4｜3｜4｜5｜5","不屑｜惊吓","5｜4","否","已作答","57.14","87.50","69.29","3.12","47.05","10"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","18","ITEM-00134","67","文本","情绪识别","多选题","4.50","兴奋｜希望｜不屑｜满足｜蔑视｜渴望｜审美欣赏｜遗憾｜敌意｜怀旧","蔑视｜敌意｜不屑","4｜5｜3","不屑｜敌意","5｜3","否","已作答","80.00","50.00","68.00","3.06","34.42","6"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","19","ITEM-00144","118","文本","情绪推理","单选题","3.50","轻松｜委屈｜紧张｜冷静｜满足｜失望｜平静｜愤怒｜快乐｜绝望","失望","4","失望","4","否","已作答","100.00","100.00","100.00","3.50","43.01","5"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","20","ITEM-00095","59","文本","情绪识别","多选题","4.50","痛苦｜恐惧｜内疚｜蔑视｜遗憾｜惊喜｜失望｜冷静｜自豪｜希望","内疚｜痛苦","5｜4","内疚｜痛苦","5｜5","否","已作答","100.00","87.50","95.00","4.28","48.53","6"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","21","ITEM-00037","50","文本","情绪识别","单选题","3.50","蔑视｜愤怒｜焦虑｜失望｜冷静｜感动｜轻松｜爱｜担忧｜惊讶","冷静","4","蔑视","3","否","已作答","0.00","0.00","0.00","0.00","19.48","3"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","22","ITEM-00101","55","视频","情绪推理","多选题","4.50","抑郁｜震惊｜尴尬｜惊讶｜困惑｜悲伤｜平静｜共情痛苦｜敌意｜兴趣","惊讶｜敌意","3｜4","尴尬｜困惑","4｜4","否","已作答","0.00","0.00","0.00","0.00","83.22","7"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","23","ITEM-00148","62","视频","情绪识别","单选题","3.50","感动｜尴尬｜焦虑｜惊讶｜释然｜敌意｜嫉妒｜羡慕｜兴趣｜震惊","尴尬","4","尴尬","3","否","已作答","100.00","75.00","90.00","3.15","49.76","3"
"ZJ20260816C024F8A0","2026-08-16 11:38:37","57.90","24","ITEM-00002","6","视频","情绪推理","单选题","3.50","担忧｜感激｜感动｜好奇｜震惊｜厌倦｜怀旧｜痛苦｜希望｜惊讶","感动","4","感动","3","否","已作答","100.00","75.00","90.00","3.15","67.53","8"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","1","ITEM-00129","103","图像","情绪识别","多选题","4.50","崇拜｜烦躁｜敌意｜恐惧｜自满｜共情痛苦｜希望｜兴奋｜愁闷｜不屑","崇拜｜兴奋","4｜3","不屑｜敌意","5｜3","否","已作答","0.00","0.00","0.00","0.00","24.02","4"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","2","ITEM-00079","61","视频","情绪推理","多选题","4.50","嫉妒｜崇拜｜感动｜厌倦｜震惊｜轻松｜惊讶｜委屈｜悲伤｜蔑视","委屈｜悲伤","4｜2","委屈｜悲伤","3｜3","否","已作答","100.00","75.00","90.00","4.05","34.32","5"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","3","ITEM-00110","59","文本","情绪推理","多选题","4.50","痛苦｜抑郁｜震惊｜审美欣赏｜平静｜担忧｜遗憾｜惊喜｜崇拜｜满足","遗憾｜痛苦｜抑郁｜担忧","5｜4｜3｜3","痛苦｜抑郁","4｜4","否","已作答","66.67","87.50","75.00","3.38","60.17","7"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","4","ITEM-00045","2","音频","情绪识别","单选题","3.50","不屑｜委屈｜困惑｜感动｜审美欣赏｜敌意｜焦虑｜感激｜担忧｜紧张","焦虑","5","紧张","3","否","已作答","0.00","0.00","0.00","0.00","63.50","3"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","5","ITEM-00124","22","音频","情绪识别","单选题","3.50","愉悦｜羞耻｜厌倦｜震惊｜恐惧｜遗憾｜共情痛苦｜敌意｜释然｜快乐","释然","4","释然","3","否","已作答","100.00","75.00","90.00","3.15","56.17","4"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","6","ITEM-00088","81","视频","情绪识别","多选题","4.50","惊喜｜兴奋｜敌意｜释然｜爱｜轻松｜羞耻｜快乐｜尴尬｜担忧","兴奋｜爱｜快乐｜惊喜","5｜5｜4｜3","快乐｜惊喜｜兴奋｜爱","5｜5｜5｜5","否","已作答","100.00","81.25","92.50","4.16","71.40","8"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","7","ITEM-00093","75","音频","情绪识别","多选题","4.50","嫉妒｜厌恶｜焦虑｜抑郁｜委屈｜兴趣｜悲伤｜自满｜困惑｜敌意","焦虑｜悲伤","4｜4","委屈｜悲伤","5｜5","否","已作答","50.00","37.50","45.00","2.02","50.93","9"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","8","ITEM-00069","117","文本","情绪识别","多选题","4.50","敌意｜爱｜轻松｜愉悦｜感激｜焦虑｜感动｜羡慕｜愁闷｜崇拜","感激｜感动","3｜5","感激｜爱｜愉悦","4｜4｜5","否","已作答","40.00","25.00","34.00","1.53","30.68","4"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","9","ITEM-00065","112","图像","情绪识别","多选题","4.50","羡慕｜担忧｜厌倦｜感动｜平静｜自豪｜释然｜快乐｜悲伤｜遗憾","释然｜遗憾｜担忧","4｜5｜3","悲伤｜遗憾｜感动｜释然","3｜4｜4｜4","否","已作答","57.14","43.75","51.79","2.33","43.19","6"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","10","ITEM-00078","89","图像","情绪推理","多选题","4.50","自豪｜快乐｜爱｜不屑｜内疚｜烦躁｜感激｜悲伤｜羞耻｜愤怒","爱｜悲伤｜羞耻｜内疚","3｜5｜4｜4","内疚｜悲伤","4｜3","否","已作答","66.67","75.00","70.00","3.15","69.76","8"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","11","ITEM-00143","71","文本","情绪推理","单选题","3.50","紧张｜不屑｜担忧｜愁闷｜崇拜｜感动｜厌恶｜审美欣赏｜愉悦｜冷静","厌恶","4","不屑","3","否","已作答","0.00","0.00","0.00","0.00","17.80","3"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","12","ITEM-00109","88","音频","情绪推理","多选题","4.50","感激｜失望｜厌倦｜困惑｜兴趣｜尴尬｜自满｜惊喜｜怀旧｜爱","厌倦｜尴尬","5｜3","厌倦｜困惑","3｜3","否","已作答","50.00","25.00","40.00","1.80","59.47","5"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","13","ITEM-00125","85","视频","情绪识别","多选题","4.50","震惊｜不屑｜羞耻｜愉悦｜希望｜烦躁｜感激｜悲伤｜爱｜审美欣赏","愉悦｜希望｜感激","4｜5｜5","感激｜愉悦｜不屑","5｜5｜3","否","已作答","66.67","58.33","63.33","2.85","49.55","7"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","14","ITEM-00002","6","视频","情绪推理","单选题","3.50","兴奋｜释然｜怀旧｜焦虑｜惊喜｜感动｜平静｜担忧｜震惊｜愉悦","担忧","5","感动","3","否","已作答","0.00","0.00","0.00","0.00","55.69","3"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","15","ITEM-00056","101","图像","情绪识别","单选题","3.50","快乐｜绝望｜内疚｜释然｜担忧｜爱｜惊讶｜紧张｜好奇｜审美欣赏","担忧","4","担忧","4","否","已作答","100.00","100.00","100.00","3.50","31.10","3"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","16","ITEM-00068","116","文本","情绪识别","多选题","4.50","不屑｜感动｜好奇｜委屈｜烦躁｜蔑视｜遗憾｜厌恶｜羡慕｜共情痛苦","不屑｜烦躁｜蔑视｜厌恶","5｜4｜4｜4","厌恶｜不屑","4｜4","否","已作答","66.67","87.50","75.00","3.38","32.32","9"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","17","ITEM-00053","95","图像","情绪识别","多选题","4.50","厌恶｜不屑｜悲伤｜恐惧｜绝望｜平静｜委屈｜满足｜失望｜愁闷","悲伤｜绝望｜平静","4｜4｜3","悲伤｜委屈｜绝望","3｜3｜5","否","已作答","66.67","50.00","60.00","2.70","24.37","8"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","18","ITEM-00010","63","文本","情绪识别","多选题","4.50","蔑视｜轻松｜厌倦｜自满｜烦躁｜惊喜｜平静｜兴奋｜兴趣｜羞耻","兴奋｜惊喜｜兴趣","5｜5｜5","惊喜｜兴奋","4｜4","否","已作答","80.00","75.00","78.00","3.51","30.99","9"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","19","ITEM-00090","56","音频","情绪识别","多选题","4.50","崇拜｜自豪｜怨恨｜失望｜痛苦｜释然｜好奇｜尴尬｜悲伤｜烦躁","失望｜悲伤｜痛苦｜怨恨","5｜4｜4｜3","怨恨｜失望","5｜5","否","已作答","66.67","75.00","70.00","3.15","35.89","8"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","20","ITEM-00037","50","文本","情绪识别","单选题","3.50","恐惧｜好奇｜蔑视｜怀旧｜羞耻｜怨恨｜抑郁｜失望｜惊喜｜痛苦","蔑视","5","蔑视","3","否","已作答","100.00","50.00","80.00","2.80","25.84","4"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","21","ITEM-00100","10","视频","情绪推理","多选题","4.50","轻松｜平静｜不屑｜嫉妒｜遗憾｜愁闷｜得意｜羞耻｜烦躁｜焦虑","平静｜轻松｜得意","4｜5｜4","不屑｜得意","4｜4","否","已作答","40.00","50.00","44.00","1.98","71.10","7"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","22","ITEM-00084","78","音频","情绪推理","多选题","4.50","烦躁｜嫉妒｜惊讶｜厌恶｜愉悦｜崇拜｜悲伤｜羞耻｜爱｜震惊","烦躁｜惊讶｜羞耻｜震惊","2｜5｜3｜4","羞耻｜烦躁","4｜5","否","已作答","66.67","50.00","60.00","2.70","53.06","8"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","23","ITEM-00113","36","图像","情绪识别","单选题","3.50","自豪｜紧张｜担忧｜委屈｜审美欣赏｜感动｜遗憾｜困惑｜共情痛苦｜震惊","紧张","5","共情痛苦","4","否","已作答","0.00","0.00","0.00","0.00","24.17","4"
"ZJ20260816EDDB8BB1","2026-08-16 11:37:58","55.64","24","ITEM-00026","64","视频","情绪识别","单选题","3.50","震惊｜怀旧｜兴奋｜审美欣赏｜自满｜悲伤｜兴趣｜快乐｜抑郁｜厌恶","悲伤","5","悲伤","5","否","已作答","100.00","100.00","100.00","3.50","53.75","3"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","1","ITEM-00086","79","音频","情绪推理","多选题","4.50","满足｜不屑｜惊讶｜震惊｜敌意｜厌倦｜痛苦｜爱｜惊喜｜烦躁","敌意｜不屑｜烦躁","4｜4｜3","烦躁｜厌倦","4｜4","否","已作答","40.00","37.50","39.00","1.75","96.81","10"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","2","ITEM-00048","2","音频","情绪识别","单选题","3.50","厌倦｜绝望｜困惑｜愤怒｜蔑视｜审美欣赏｜焦虑｜羡慕｜委屈｜敌意","愤怒","5","愤怒","5","否","已作答","100.00","100.00","100.00","3.50","60.18","7"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","3","ITEM-00138","22","音频","情绪推理","多选题","4.50","轻松｜怨恨｜兴奋｜不屑｜惊讶｜共情痛苦｜内疚｜惊喜｜可惜｜兴趣","轻松｜可惜","3｜5","不屑｜可惜","4｜3","否","已作答","50.00","25.00","40.00","1.80","98.25","5"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","4","ITEM-00102","57","视频","情绪推理","多选题","4.50","好奇｜蔑视｜愤怒｜共情痛苦｜烦躁｜感激｜感动｜厌倦｜困惑｜悲伤","愤怒｜厌倦｜烦躁｜蔑视","5｜4｜5｜4","愤怒｜烦躁","5｜5","否","已作答","66.67","100.00","80.00","3.60","132.79","9"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","5","ITEM-00142","68","文本","情绪推理","单选题","3.50","释然｜愁闷｜羞耻｜痛苦｜遗憾｜烦躁｜敌意｜嫉妒｜惊喜｜羡慕","敌意","4","敌意","4","否","已作答","100.00","100.00","100.00","3.50","42.99","4"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","6","ITEM-00002","6","视频","情绪推理","单选题","3.50","焦虑｜共情痛苦｜愤怒｜嫉妒｜烦躁｜恐惧｜好奇｜感动｜平静｜绝望","感动","5","感动","3","是","已作答","100.00","50.00","80.00","2.80","48.41","3"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","7","ITEM-00089","84","视频","情绪识别","多选题","4.50","焦虑｜震惊｜同情｜满足｜悲伤｜羡慕｜抑郁｜担忧｜轻松｜爱","悲伤｜震惊｜担忧｜同情","5｜4｜5｜5","担忧｜同情｜悲伤","5｜4｜5","是","已作答","85.71","91.67","88.10","3.96","93.69","9"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","8","ITEM-00113","36","图像","情绪识别","单选题","3.50","好奇｜蔑视｜感动｜敌意｜委屈｜冷静｜痛苦｜审美欣赏｜愁闷｜共情痛苦","好奇","4","共情痛苦","4","是","已作答","0.00","0.00","0.00","0.00","26.19","3"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","9","ITEM-00118","48","图像","情绪识别","单选题","3.50","怨恨｜好奇｜不屑｜敌意｜悲伤｜惊讶｜抑郁｜绝望｜困惑｜轻松","惊讶","4","困惑","4","否","已作答","0.00","0.00","0.00","0.00","17.93","3"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","10","ITEM-00134","67","文本","情绪识别","多选题","4.50","不屑｜紧张｜羡慕｜困惑｜怨恨｜敌意｜焦虑｜厌恶｜烦躁｜释然","不屑｜怨恨｜敌意","4｜3｜4","不屑｜敌意","5｜3","否","已作答","80.00","75.00","78.00","3.51","44.18","6"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","11","ITEM-00081","58","视频","情绪识别","多选题","4.50","感动｜爱｜快乐｜绝望｜好奇｜烦躁｜抑郁｜审美欣赏｜紧张｜怀旧","审美欣赏｜怀旧","5｜4","审美欣赏｜怀旧","5｜3","是","已作答","100.00","87.50","95.00","4.28","61.66","5"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","12","ITEM-00075","108","图像","情绪识别","多选题","4.50","烦躁｜惊喜｜怨恨｜怀旧｜悲伤｜焦虑｜希望｜愤怒｜崇拜｜震惊","震惊｜惊喜｜愤怒","5｜4｜4","震惊｜愤怒","5｜5","否","已作答","80.00","87.50","83.00","3.73","34.99","7"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","13","ITEM-00039","52","文本","情绪识别","单选题","3.50","紧张｜怨恨｜渴望｜蔑视｜恐惧｜痛苦｜自满｜抑郁｜感动｜轻松","痛苦","4","痛苦","4","否","已作答","100.00","100.00","100.00","3.50","34.56","3"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","14","ITEM-00058","102","图像","情绪识别","多选题","4.50","悲伤｜怨恨｜愤怒｜崇拜｜感动｜惊喜｜自豪｜惊讶｜烦躁｜愉悦","惊喜｜自豪｜愉悦","5｜5｜5","感动｜愉悦","4｜4","是","已作答","40.00","37.50","39.00","1.75","21.25","7"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","15","ITEM-00131","115","图像","情绪识别","多选题","4.50","爱｜兴奋｜轻松｜感激｜担忧｜愁闷｜紧张｜恐惧｜愉悦｜敌意","爱｜兴奋｜轻松｜愉悦","4｜4｜5｜5","兴奋｜愉悦","3｜4","否","已作答","66.67","75.00","70.00","3.15","23.41","10"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","16","ITEM-00026","64","视频","情绪识别","单选题","3.50","绝望｜悲伤｜冷静｜爱｜自满｜厌倦｜蔑视｜遗憾｜感激｜兴趣","悲伤","4","悲伤","5","否","已作答","100.00","75.00","90.00","3.15","66.13","4"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","17","ITEM-00139","37","图像","情绪推理","多选题","4.50","崇拜｜冷静｜敬畏｜自满｜愉悦｜轻松｜兴趣｜焦虑｜满足｜紧张","敬畏","4","焦虑｜敬畏","3｜4","是","已作答","66.67","50.00","60.00","2.70","28.49","3"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","18","ITEM-00123","8","音频","情绪识别","单选题","3.50","绝望｜烦躁｜遗憾｜惊讶｜怀旧｜羞耻｜内疚｜惊喜｜审美欣赏｜不屑","绝望","5","绝望","4","否","已作答","100.00","75.00","90.00","3.15","23.26","3"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","19","ITEM-00070","119","文本","情绪识别","多选题","4.50","内疚｜羡慕｜痛苦｜审美欣赏｜遗憾｜震惊｜愁闷｜惊讶｜愤怒｜困惑","震惊｜惊讶｜愤怒｜困惑","5｜4｜5｜4","困惑｜痛苦","4｜5","否","已作答","33.33","50.00","40.00","1.80","28.17","10"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","20","ITEM-00146","118","文本","情绪识别","多选题","4.50","冷静｜愁闷｜烦躁｜羡慕｜好奇｜释然｜快乐｜自豪｜轻松｜失望","轻松","4","烦躁｜失望","4｜4","否","已作答","0.00","0.00","0.00","0.00","35.73","3"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","21","ITEM-00140","63","文本","情绪推理","多选题","4.50","兴奋｜爱｜厌倦｜希望｜平静｜惊喜｜共情痛苦｜担忧｜兴趣｜焦虑","希望｜惊喜｜兴趣","4｜5｜5","惊喜｜兴奋","4｜4","否","已作答","40.00","37.50","39.00","1.75","35.88","9"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","22","ITEM-00080","65","视频","情绪推理","多选题","4.50","抑郁｜厌倦｜感动｜尴尬｜愉悦｜困惑｜嫉妒｜不屑｜怀旧｜遗憾","愉悦｜怀旧｜感动","5｜4｜4","怀旧｜感动｜愉悦｜遗憾","5｜3｜3｜5","是","已作答","85.71","50.00","71.43","3.21","52.56","9"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","23","ITEM-00091","59","音频","情绪识别","多选题","4.50","委屈｜愉悦｜痛苦｜失望｜恐惧｜内疚｜怀旧｜满足｜悲伤｜轻松","委屈｜痛苦｜失望｜内疚｜悲伤","5｜4｜4｜4｜5","内疚｜痛苦","5｜5","否","已作答","57.14","75.00","64.29","2.89","60.72","12"
"ZJ20260816B702BF5E","2026-08-16 11:37:53","62.88","24","ITEM-00090","56","音频","情绪识别","多选题","4.50","审美欣赏｜失望｜困惑｜感动｜震惊｜痛苦｜厌倦｜怨恨｜羞耻｜遗憾","失望｜困惑｜震惊｜怨恨","5｜4｜5｜4","怨恨｜失望","5｜5","否","已作答","66.67","87.50","75.00","3.38","68.25","10"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","1","ITEM-00108","59","音频","情绪推理","多选题","4.50","遗憾｜抑郁｜痛苦｜悲伤｜焦虑｜失望｜共情痛苦｜恐惧｜怨恨｜轻松","共情痛苦｜痛苦｜悲伤","4｜2｜3","痛苦｜抑郁","4｜4","否","已作答","40.00","25.00","34.00","1.53","114.79","6"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","2","ITEM-00098","1","视频","情绪推理","多选题","4.50","恐惧｜渴望｜愁闷｜自豪｜绝望｜紧张｜满足｜共情痛苦｜蔑视｜感激","自豪｜紧张｜满足｜感激","4｜3｜4｜5","感激｜自豪｜满足","4｜3｜4","否","已作答","85.71","83.33","84.76","3.81","52.61","9"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","3","ITEM-00010","63","文本","情绪识别","多选题","4.50","怀旧｜崇拜｜厌恶｜羡慕｜自满｜悲伤｜焦虑｜兴奋｜惊喜｜轻松","兴奋｜惊喜","4｜5","惊喜｜兴奋","4｜4","否","已作答","100.00","87.50","95.00","4.28","64.46","5"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","4","ITEM-00089","84","视频","情绪识别","多选题","4.50","嫉妒｜悲伤｜共情痛苦｜同情｜好奇｜自满｜担忧｜释然｜痛苦｜羞耻","悲伤｜担忧｜痛苦","4｜5｜3","担忧｜同情｜悲伤","5｜4｜5","否","已作答","66.67","58.33","63.33","2.85","35.76","6"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","5","ITEM-00112","35","图像","情绪识别","单选题","3.50","感激｜委屈｜困惑｜蔑视｜羞耻｜嫉妒｜烦躁｜厌恶｜敌意｜绝望","敌意","4","烦躁","4","否","已作答","0.00","0.00","0.00","0.00","20.20","5"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","6","ITEM-00046","89","图像","情绪识别","多选题","4.50","厌倦｜自满｜平静｜怨恨｜崇拜｜内疚｜悲伤｜怀旧｜释然｜担忧","担忧","5","内疚｜悲伤","4｜3","未填写","已作答","0.00","0.00","0.00","0.00","29.91","3"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","7","ITEM-00073","107","图像","情绪识别","多选题","4.50","兴趣｜嫉妒｜感动｜爱｜好奇｜困惑｜厌倦｜羞耻｜渴望｜遗憾","感动","4","感动｜爱","5｜5","否","已作答","66.67","37.50","55.00","2.47","123.90","4"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","8","ITEM-00081","58","视频","情绪识别","多选题","4.50","怀旧｜悲伤｜敌意｜愁闷｜厌恶｜羡慕｜轻松｜羞耻｜释然｜审美欣赏","审美欣赏｜轻松｜释然","5｜4｜3","审美欣赏｜怀旧","5｜3","否","已作答","40.00","50.00","44.00","1.98","71.17","6"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","9","ITEM-00084","78","音频","情绪推理","多选题","4.50","愉悦｜烦躁｜震惊｜自豪｜尴尬｜快乐｜不屑｜担忧｜羞耻｜爱","不屑｜震惊｜烦躁","3｜5｜4","羞耻｜烦躁","4｜5","否","已作答","40.00","37.50","39.00","1.75","19.90","8"
"ZJ2026081631281475","2026-08-16 11:37:10","56.54","10","ITEM-00049","17","音频","情绪识别","单选题","3.50","抑郁｜兴趣｜委屈｜冷静｜蔑视｜敌意｜失望｜怨恨｜嫉妒｜快乐","敌意","4","敌意","4","否","已作答","100.00","100.00","100.00","3.50","27.68","4"
